node,node_type,activators,inhibitors,formula
HPAT,,,,HPAT = 1.0 * 1.0 * gene_modifier + exogenous
SEC,,,,SEC = 1.0 * 1.0 * gene_modifier + exogenous
24-epibrassinolide,,,,24-epibrassinolide = 1.0 * 1.0 * gene_modifier + exogenous
excess sucrose,,,,excess sucrose = 1.0 * 1.0 * gene_modifier + exogenous
ATHSFA1D,,,,ATHSFA1D = 1.0 * 1.0 * gene_modifier + exogenous
arrhythmia in phloem,,,,arrhythmia in phloem = 1.0 * 1.0 * gene_modifier + exogenous
IAA3,,,,IAA3 = 1.0 * 1.0 * gene_modifier + exogenous
all of these hormone,,,,all of these hormone = 1.0 * 1.0 * gene_modifier + exogenous
SIRTINOL,,,,SIRTINOL = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Md,,,,Overexpression of Md = 1.0 * 1.0 * gene_modifier + exogenous
white light,,,,white light = 1.0 * 1.0 * gene_modifier + exogenous
PIFQ,,,,PIFQ = 1.0 * 1.0 * gene_modifier + exogenous
SOB3/AHL29,,,,SOB3/AHL29 = 1.0 * 1.0 * gene_modifier + exogenous
ADO3,,,,ADO3 = 1.0 * 1.0 * gene_modifier + exogenous
KUF1,,,,KUF1 = 1.0 * 1.0 * gene_modifier + exogenous
ATTCP15,,,,ATTCP15 = 1.0 * 1.0 * gene_modifier + exogenous
PYRIPROXYFEN,,,,PYRIPROXYFEN = 1.0 * 1.0 * gene_modifier + exogenous
axr2-1/iaa7 mutant,,,,axr2-1/iaa7 mutant = 1.0 * 1.0 * gene_modifier + exogenous
ECD,,,,ECD = 1.0 * 1.0 * gene_modifier + exogenous
ATSPL9,,,,ATSPL9 = 1.0 * 1.0 * gene_modifier + exogenous
AFB5,,,,AFB5 = 1.0 * 1.0 * gene_modifier + exogenous
Novel mutations,,,,Novel mutations = 1.0 * 1.0 * gene_modifier + exogenous
ATGH3.11,,,,ATGH3.11 = 1.0 * 1.0 * gene_modifier + exogenous
YUCASIN,,,,YUCASIN = 1.0 * 1.0 * gene_modifier + exogenous
ZFHD10,,,,ZFHD10 = 1.0 * 1.0 * gene_modifier + exogenous
LFCRY2,,,,LFCRY2 = 1.0 * 1.0 * gene_modifier + exogenous
HLH1,,,,HLH1 = 1.0 * 1.0 * gene_modifier + exogenous
CBL7,,,,CBL7 = 1.0 * 1.0 * gene_modifier + exogenous
AXR2,,,,AXR2 = 1.0 * 1.0 * gene_modifier + exogenous
JASMONATE,,,,JASMONATE = 1.0 * 1.0 * gene_modifier + exogenous
IAA6,,,,IAA6 = 1.0 * 1.0 * gene_modifier + exogenous
Far red light,,,,Far red light = 1.0 * 1.0 * gene_modifier + exogenous
ATTIFY1,,,,ATTIFY1 = 1.0 * 1.0 * gene_modifier + exogenous
PAR,,,,PAR = 1.0 * 1.0 * gene_modifier + exogenous
epidermal growth fac,,,,epidermal growth fac = 1.0 * 1.0 * gene_modifier + exogenous
Heatin analogue,,,,Heatin analogue = 1.0 * 1.0 * gene_modifier + exogenous
LAMBDA,,,,LAMBDA = 1.0 * 1.0 * gene_modifier + exogenous
IF1,,,,IF1 = 1.0 * 1.0 * gene_modifier + exogenous
PIF6,,,,PIF6 = 1.0 * 1.0 * gene_modifier + exogenous
TZP,,,,TZP = 1.0 * 1.0 * gene_modifier + exogenous
HEXOKINASE,,,,HEXOKINASE = 1.0 * 1.0 * gene_modifier + exogenous
TAXOL,,,,TAXOL = 1.0 * 1.0 * gene_modifier + exogenous
GMPHYA1,,,,GMPHYA1 = 1.0 * 1.0 * gene_modifier + exogenous
ZKT11,,,,ZKT11 = 1.0 * 1.0 * gene_modifier + exogenous
GmPIP1-6,,,,GmPIP1-6 = 1.0 * 1.0 * gene_modifier + exogenous
exogenous MeJA,,,,exogenous MeJA = 1.0 * 1.0 * gene_modifier + exogenous
Exogenous BRs,,,,Exogenous BRs = 1.0 * 1.0 * gene_modifier + exogenous
APRR1,,,,APRR1 = 1.0 * 1.0 * gene_modifier + exogenous
exogenous sucrose,,,,exogenous sucrose = 1.0 * 1.0 * gene_modifier + exogenous
RALFS,,,,RALFS = 1.0 * 1.0 * gene_modifier + exogenous
HYDROXYUREA,,,,HYDROXYUREA = 1.0 * 1.0 * gene_modifier + exogenous
KAR,,,,KAR = 1.0 * 1.0 * gene_modifier + exogenous
SUB,,,,SUB = 1.0 * 1.0 * gene_modifier + exogenous
higher temperature c,,,,higher temperature c = 1.0 * 1.0 * gene_modifier + exogenous
Exogenous Suc,,,,Exogenous Suc = 1.0 * 1.0 * gene_modifier + exogenous
BrMYC2 expression,,,,BrMYC2 expression = 1.0 * 1.0 * gene_modifier + exogenous
HMR,,,,HMR = 1.0 * 1.0 * gene_modifier + exogenous
HXK,,,,HXK = 1.0 * 1.0 * gene_modifier + exogenous
PAX1,,,,PAX1 = 1.0 * 1.0 * gene_modifier + exogenous
mesophyll-specific p,,,,mesophyll-specific p = 1.0 * 1.0 * gene_modifier + exogenous
H3,,,,H3 = 1.0 * 1.0 * gene_modifier + exogenous
KAR1,,,,KAR1 = 1.0 * 1.0 * gene_modifier + exogenous
CIB4,,,,CIB4 = 1.0 * 1.0 * gene_modifier + exogenous
EID1,,,,EID1 = 1.0 * 1.0 * gene_modifier + exogenous
BEH3,,,,BEH3 = 1.0 * 1.0 * gene_modifier + exogenous
TAA1,,,,TAA1 = 1.0 * 1.0 * gene_modifier + exogenous
ADO2,,,,ADO2 = 1.0 * 1.0 * gene_modifier + exogenous
High nitrogen condit,,,,High nitrogen condit = 1.0 * 1.0 * gene_modifier + exogenous
ATHB-2,,,,ATHB-2 = 1.0 * 1.0 * gene_modifier + exogenous
OSU1,,,,OSU1 = 1.0 * 1.0 * gene_modifier + exogenous
MEIAA,,,,MEIAA = 1.0 * 1.0 * gene_modifier + exogenous
cytokinin applicatio,,,,cytokinin applicatio = 1.0 * 1.0 * gene_modifier + exogenous
ATBET12,,,,ATBET12 = 1.0 * 1.0 * gene_modifier + exogenous
ATDIL9-7,,,,ATDIL9-7 = 1.0 * 1.0 * gene_modifier + exogenous
antiphase light-temp,,,,antiphase light-temp = 1.0 * 1.0 * gene_modifier + exogenous
ATSIZ1,,,,ATSIZ1 = 1.0 * 1.0 * gene_modifier + exogenous
karrikin signaling,,,,karrikin signaling = 1.0 * 1.0 * gene_modifier + exogenous
TCP2,,,,TCP2 = 1.0 * 1.0 * gene_modifier + exogenous
loss-of-function of ,,,,loss-of-function of  = 1.0 * 1.0 * gene_modifier + exogenous
HNA,,,,HNA = 1.0 * 1.0 * gene_modifier + exogenous
Cryptochromes,,,,Cryptochromes = 1.0 * 1.0 * gene_modifier + exogenous
JASMONATES,,,,JASMONATES = 1.0 * 1.0 * gene_modifier + exogenous
ATCTL1,,,,ATCTL1 = 1.0 * 1.0 * gene_modifier + exogenous
GH3.17,,,,GH3.17 = 1.0 * 1.0 * gene_modifier + exogenous
SAUR,,,,SAUR = 1.0 * 1.0 * gene_modifier + exogenous
ATGA3OX1,,,,ATGA3OX1 = 1.0 * 1.0 * gene_modifier + exogenous
Cell elongation,,,,Cell elongation = 1.0 * 1.0 * gene_modifier + exogenous
ATETR1,,,,ATETR1 = 1.0 * 1.0 * gene_modifier + exogenous
Transition from dark,,,,Transition from dark = 1.0 * 1.0 * gene_modifier + exogenous
HG,,,,HG = 1.0 * 1.0 * gene_modifier + exogenous
BrMYC3-2 expression,,,,BrMYC3-2 expression = 1.0 * 1.0 * gene_modifier + exogenous
hat3 athb4 double lo,,,,hat3 athb4 double lo = 1.0 * 1.0 * gene_modifier + exogenous
ZKT4,,,,ZKT4 = 1.0 * 1.0 * gene_modifier + exogenous
DET1,,,,DET1 = 1.0 * 1.0 * gene_modifier + exogenous
Loss of Desi3a,,,,Loss of Desi3a = 1.0 * 1.0 * gene_modifier + exogenous
MIR163,,,,MIR163 = 1.0 * 1.0 * gene_modifier + exogenous
EOD,,,,EOD = 1.0 * 1.0 * gene_modifier + exogenous
tetrahydro-3-(1-naph,,,,tetrahydro-3-(1-naph = 1.0 * 1.0 * gene_modifier + exogenous
BrMYC4-1 expression,,,,BrMYC4-1 expression = 1.0 * 1.0 * gene_modifier + exogenous
ZKT3,,,,ZKT3 = 1.0 * 1.0 * gene_modifier + exogenous
CSI1,,,,CSI1 = 1.0 * 1.0 * gene_modifier + exogenous
degradation of PIFs,,,,degradation of PIFs = 1.0 * 1.0 * gene_modifier + exogenous
PAS2,,,,PAS2 = 1.0 * 1.0 * gene_modifier + exogenous
BAF1,,,,BAF1 = 1.0 * 1.0 * gene_modifier + exogenous
NJ15,,,,NJ15 = 1.0 * 1.0 * gene_modifier + exogenous
ARF6,,,,ARF6 = 1.0 * 1.0 * gene_modifier + exogenous
mesophyll-localized ,,,,mesophyll-localized  = 1.0 * 1.0 * gene_modifier + exogenous
ZKT18,,,,ZKT18 = 1.0 * 1.0 * gene_modifier + exogenous
IAA1,,,,IAA1 = 1.0 * 1.0 * gene_modifier + exogenous
ARR2,,,,ARR2 = 1.0 * 1.0 * gene_modifier + exogenous
BBX20,,,,BBX20 = 1.0 * 1.0 * gene_modifier + exogenous
ELH,,,,ELH = 1.0 * 1.0 * gene_modifier + exogenous
higher doses of blue,,,,higher doses of blue = 1.0 * 1.0 * gene_modifier + exogenous
COR28,,,,COR28 = 1.0 * 1.0 * gene_modifier + exogenous
NF-YC7,,,,NF-YC7 = 1.0 * 1.0 * gene_modifier + exogenous
ultraviolet-B,,,,ultraviolet-B = 1.0 * 1.0 * gene_modifier + exogenous
photomorphogenesis,,"HID1,CYTOKININ,CYTOKININS,ATUVR8,CRY1,photoreceptor,PHYTOCHROMES,BIN2,SRS5,BBX21,GATA2,treatment with radia,light perception,High levels of cytok,HY5,EFO2,LIGHT,PHYB,MIR396,UV,ATCAM7,PHYS,PIF3,DELLA,cryptochrome photore,GATA4,HFR1,H2B,plastid signals,AHL29,PIF1,SINATS,transcriptional mach,downstream targets,CAL,NO,altered transcriptio,Environmental light ,Splicing factors,BBX31,RRC1,PHYA,CK,BBX20,BBX11,ZMPIF5,BBX23,DRT111,far-red-light-depend,ATCOL3,Phosphorylation of P,EBF1,KAR,ASU1,CRYPTOCHROME,HLH4,GED1,EFO1,26S proteasome,ATDRB1,GATA1,H2A,BOP2,YFP,transcription factor,ZMPIF4,Photoreceptors,Gamma Rays,MOS3,Phytochrome (P),Nitric oxides,BBX22IR,TCP2,AT-PHH1,UB,MUTANTS,RPOD1,light signaling,INHIBITOR,BBX22,monochromatic light,Phosphorylation,PIL1,ATCKS,COP1PIF,R-light","Gibberellin,BHLH,PKL/EPP1,DET1,SPA1,DCP5,COP,COP1,CIN4,E3,ATBBX32,SWELLMAP,SPA,3-bromo-7-nitroindaz,prr9/prr7/prr5 tripl,EIN3,PIF,BBX24,PIF4,Ethylene,FUS,COR28,BRS,PP6,ATSIZ1,AGB1,BBX18,BBX19,REPRESSOR,COR27,COP/DET/FUS,BBX30,ATMYB30,ULT,ATWRKY36,SPA2,PIF1-PIF8,BBX29,DET,SHW1,PIF8,BBX25,AHT1,PKL","photomorphogenesis = prod(f(HID1, CYTOKININ, CYTOKININS, ATUVR8, CRY1, photoreceptor, PHYTOCHROMES, BIN2, SRS5, BBX21, GATA2, treatment with radia, light perception, High levels of cytok, HY5, EFO2, LIGHT, PHYB, MIR396, UV, ATCAM7, PHYS, PIF3, DELLA, cryptochrome photore, GATA4, HFR1, H2B, plastid signals, AHL29, PIF1, SINATS, transcriptional mach, downstream targets, CAL, NO, altered transcriptio, Environmental light , Splicing factors, BBX31, RRC1, PHYA, CK, BBX20, BBX11, ZMPIF5, BBX23, DRT111, far-red-light-depend, ATCOL3, Phosphorylation of P, EBF1, KAR, ASU1, CRYPTOCHROME, HLH4, GED1, EFO1, 26S proteasome, ATDRB1, GATA1, H2A, BOP2, YFP, transcription factor, ZMPIF4, Photoreceptors, Gamma Rays, MOS3, Phytochrome (P), Nitric oxides, BBX22IR, TCP2, AT-PHH1, UB, MUTANTS, RPOD1, light signaling, INHIBITOR, BBX22, monochromatic light, Phosphorylation, PIL1, ATCKS, COP1PIF, R-light)) * prod(g(Gibberellin, BHLH, PKL/EPP1, DET1, SPA1, DCP5, COP, COP1, CIN4, E3, ATBBX32, SWELLMAP, SPA, 3-bromo-7-nitroindaz, prr9/prr7/prr5 tripl, EIN3, PIF, BBX24, PIF4, Ethylene, FUS, COR28, BRS, PP6, ATSIZ1, AGB1, BBX18, BBX19, REPRESSOR, COR27, COP/DET/FUS, BBX30, ATMYB30, ULT, ATWRKY36, SPA2, PIF1-PIF8, BBX29, DET, SHW1, PIF8, BBX25, AHT1, PKL)) * gene_modifier + exogenous"
AFB4,,,,AFB4 = 1.0 * 1.0 * gene_modifier + exogenous
DNA,,,,DNA = 1.0 * 1.0 * gene_modifier + exogenous
ATERF#092,,,,ATERF#092 = 1.0 * 1.0 * gene_modifier + exogenous
ATCSLD3,,,,ATCSLD3 = 1.0 * 1.0 * gene_modifier + exogenous
plastid signals,,,,plastid signals = 1.0 * 1.0 * gene_modifier + exogenous
Over-expression of A,,,,Over-expression of A = 1.0 * 1.0 * gene_modifier + exogenous
LRB,,,,LRB = 1.0 * 1.0 * gene_modifier + exogenous
Skotomorphogenesis,,,,Skotomorphogenesis = 1.0 * 1.0 * gene_modifier + exogenous
Silver treatment,,,,Silver treatment = 1.0 * 1.0 * gene_modifier + exogenous
ARF10,,,,ARF10 = 1.0 * 1.0 * gene_modifier + exogenous
dramatic changes in ,,,,dramatic changes in  = 1.0 * 1.0 * gene_modifier + exogenous
BrMYC4-2 expression,,,,BrMYC4-2 expression = 1.0 * 1.0 * gene_modifier + exogenous
ATFIP1[V],,,,ATFIP1[V] = 1.0 * 1.0 * gene_modifier + exogenous
SAUR41,,,,SAUR41 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpressed polyga,,,,Overexpressed polyga = 1.0 * 1.0 * gene_modifier + exogenous
ZKT7,,,,ZKT7 = 1.0 * 1.0 * gene_modifier + exogenous
CKB4,,,,CKB4 = 1.0 * 1.0 * gene_modifier + exogenous
PIP2,,,,PIP2 = 1.0 * 1.0 * gene_modifier + exogenous
UBP13DeltaMATHoe,,,,UBP13DeltaMATHoe = 1.0 * 1.0 * gene_modifier + exogenous
SLR,,,,SLR = 1.0 * 1.0 * gene_modifier + exogenous
ATB BETA BETA,,,,ATB BETA BETA = 1.0 * 1.0 * gene_modifier + exogenous
CCS52A2,,,,CCS52A2 = 1.0 * 1.0 * gene_modifier + exogenous
BZIPS,,,,BZIPS = 1.0 * 1.0 * gene_modifier + exogenous
MAP4K4,,,,MAP4K4 = 1.0 * 1.0 * gene_modifier + exogenous
ATFIP37,,,,ATFIP37 = 1.0 * 1.0 * gene_modifier + exogenous
THREONINE,,,,THREONINE = 1.0 * 1.0 * gene_modifier + exogenous
photochemical activi,,,,photochemical activi = 1.0 * 1.0 * gene_modifier + exogenous
PROPYZAMIDE,,,,PROPYZAMIDE = 1.0 * 1.0 * gene_modifier + exogenous
vhp2;1-1,,,,vhp2;1-1 = 1.0 * 1.0 * gene_modifier + exogenous
PEPRE1,,,,PEPRE1 = 1.0 * 1.0 * gene_modifier + exogenous
Guard cell-localized,,,,Guard cell-localized = 1.0 * 1.0 * gene_modifier + exogenous
AZOMITE,,,,AZOMITE = 1.0 * 1.0 * gene_modifier + exogenous
far-red illumination,,,,far-red illumination = 1.0 * 1.0 * gene_modifier + exogenous
exocyst subunit,,,,exocyst subunit = 1.0 * 1.0 * gene_modifier + exogenous
LTP5,,,,LTP5 = 1.0 * 1.0 * gene_modifier + exogenous
AOD13,,,,AOD13 = 1.0 * 1.0 * gene_modifier + exogenous
D14,,,,D14 = 1.0 * 1.0 * gene_modifier + exogenous
PPPIF8,,,,PPPIF8 = 1.0 * 1.0 * gene_modifier + exogenous
CLE44,,,,CLE44 = 1.0 * 1.0 * gene_modifier + exogenous
ATHSP90-7,,,,ATHSP90-7 = 1.0 * 1.0 * gene_modifier + exogenous
THR,,,,THR = 1.0 * 1.0 * gene_modifier + exogenous
BOP,,,,BOP = 1.0 * 1.0 * gene_modifier + exogenous
FRS7,,,,FRS7 = 1.0 * 1.0 * gene_modifier + exogenous
ATSGT1B,,,,ATSGT1B = 1.0 * 1.0 * gene_modifier + exogenous
Low Fluence Ultravio,,,,Low Fluence Ultravio = 1.0 * 1.0 * gene_modifier + exogenous
IAM,,,,IAM = 1.0 * 1.0 * gene_modifier + exogenous
Treatment of wild-ty,,,,Treatment of wild-ty = 1.0 * 1.0 * gene_modifier + exogenous
Submergence stress,,,,Submergence stress = 1.0 * 1.0 * gene_modifier + exogenous
2% sucrose,,,,2% sucrose = 1.0 * 1.0 * gene_modifier + exogenous
cry mutations,,,,cry mutations = 1.0 * 1.0 * gene_modifier + exogenous
BBX23,,,,BBX23 = 1.0 * 1.0 * gene_modifier + exogenous
KYN,,,,KYN = 1.0 * 1.0 * gene_modifier + exogenous
Cryptochrome isoform,,,,Cryptochrome isoform = 1.0 * 1.0 * gene_modifier + exogenous
SLS,,,,SLS = 1.0 * 1.0 * gene_modifier + exogenous
24-epiBL,,,,24-epiBL = 1.0 * 1.0 * gene_modifier + exogenous
FIN219,,,,FIN219 = 1.0 * 1.0 * gene_modifier + exogenous
ATMYC2,,,,ATMYC2 = 1.0 * 1.0 * gene_modifier + exogenous
ATGRF4,,,,ATGRF4 = 1.0 * 1.0 * gene_modifier + exogenous
ATBBX32,,,,ATBBX32 = 1.0 * 1.0 * gene_modifier + exogenous
depletion of blue li,,,,depletion of blue li = 1.0 * 1.0 * gene_modifier + exogenous
SnRK1,,,,SnRK1 = 1.0 * 1.0 * gene_modifier + exogenous
ARR16,,,,ARR16 = 1.0 * 1.0 * gene_modifier + exogenous
Strigolactone,,,,Strigolactone = 1.0 * 1.0 * gene_modifier + exogenous
OsPIL1 overexpressio,,,,OsPIL1 overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
upregulation of tran,,,,upregulation of tran = 1.0 * 1.0 * gene_modifier + exogenous
ICK3,,,,ICK3 = 1.0 * 1.0 * gene_modifier + exogenous
NALACIN,,,,NALACIN = 1.0 * 1.0 * gene_modifier + exogenous
low red/far-red,,,,low red/far-red = 1.0 * 1.0 * gene_modifier + exogenous
abscisic acid,,,,abscisic acid = 1.0 * 1.0 * gene_modifier + exogenous
RAP2,,,,RAP2 = 1.0 * 1.0 * gene_modifier + exogenous
PeCRY1 overexpressio,,,,PeCRY1 overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
low nitrate,,,,low nitrate = 1.0 * 1.0 * gene_modifier + exogenous
SWELLMAP,,,,SWELLMAP = 1.0 * 1.0 * gene_modifier + exogenous
PHYC,,,,PHYC = 1.0 * 1.0 * gene_modifier + exogenous
BBX22,,,,BBX22 = 1.0 * 1.0 * gene_modifier + exogenous
WDL3,,,,WDL3 = 1.0 * 1.0 * gene_modifier + exogenous
FER,,,,FER = 1.0 * 1.0 * gene_modifier + exogenous
light quantity,,,,light quantity = 1.0 * 1.0 * gene_modifier + exogenous
external sugars such,,,,external sugars such = 1.0 * 1.0 * gene_modifier + exogenous
MKK10D,,,,MKK10D = 1.0 * 1.0 * gene_modifier + exogenous
ATSIG6,,,,ATSIG6 = 1.0 * 1.0 * gene_modifier + exogenous
competitive binding,,,,competitive binding = 1.0 * 1.0 * gene_modifier + exogenous
H(+)-ATPase inhibito,,,,H(+)-ATPase inhibito = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB42,,,,ATMYB42 = 1.0 * 1.0 * gene_modifier + exogenous
fiona1-2,,,,fiona1-2 = 1.0 * 1.0 * gene_modifier + exogenous
SHB1,,,,SHB1 = 1.0 * 1.0 * gene_modifier + exogenous
SPF1,,,,SPF1 = 1.0 * 1.0 * gene_modifier + exogenous
AHL23,,,,AHL23 = 1.0 * 1.0 * gene_modifier + exogenous
PDLZ2,,,,PDLZ2 = 1.0 * 1.0 * gene_modifier + exogenous
Elevated temperature,,,,Elevated temperature = 1.0 * 1.0 * gene_modifier + exogenous
XBAT31,,,,XBAT31 = 1.0 * 1.0 * gene_modifier + exogenous
NF,,,,NF = 1.0 * 1.0 * gene_modifier + exogenous
PIN1,,,,PIN1 = 1.0 * 1.0 * gene_modifier + exogenous
FUSICOCCIN,,,,FUSICOCCIN = 1.0 * 1.0 * gene_modifier + exogenous
sucrose depletion,,,,sucrose depletion = 1.0 * 1.0 * gene_modifier + exogenous
CFK1,,,,CFK1 = 1.0 * 1.0 * gene_modifier + exogenous
phyAphyBhy4 mutant,,,,phyAphyBhy4 mutant = 1.0 * 1.0 * gene_modifier + exogenous
Application of BRs,,,,Application of BRs = 1.0 * 1.0 * gene_modifier + exogenous
PG,,,,PG = 1.0 * 1.0 * gene_modifier + exogenous
BAS1,,,,BAS1 = 1.0 * 1.0 * gene_modifier + exogenous
Propiconazole,,,,Propiconazole = 1.0 * 1.0 * gene_modifier + exogenous
SINAT2C63S,,,,SINAT2C63S = 1.0 * 1.0 * gene_modifier + exogenous
ATYUC6,,,,ATYUC6 = 1.0 * 1.0 * gene_modifier + exogenous
PCH1OX3,,,,PCH1OX3 = 1.0 * 1.0 * gene_modifier + exogenous
E12A11,,,,E12A11 = 1.0 * 1.0 * gene_modifier + exogenous
exogenously added cy,,,,exogenously added cy = 1.0 * 1.0 * gene_modifier + exogenous
Natural allelic vari,,,,Natural allelic vari = 1.0 * 1.0 * gene_modifier + exogenous
A27E,,,,A27E = 1.0 * 1.0 * gene_modifier + exogenous
FCA,,,,FCA = 1.0 * 1.0 * gene_modifier + exogenous
PPBO,,,,PPBO = 1.0 * 1.0 * gene_modifier + exogenous
LOV,,,,LOV = 1.0 * 1.0 * gene_modifier + exogenous
Exogenous sugar,,,,Exogenous sugar = 1.0 * 1.0 * gene_modifier + exogenous
IBA,,,,IBA = 1.0 * 1.0 * gene_modifier + exogenous
light signal,,,,light signal = 1.0 * 1.0 * gene_modifier + exogenous
plate treatments,,,,plate treatments = 1.0 * 1.0 * gene_modifier + exogenous
NERD1,,,,NERD1 = 1.0 * 1.0 * gene_modifier + exogenous
SUNFLECKS,,,,SUNFLECKS = 1.0 * 1.0 * gene_modifier + exogenous
deoxystrigolactones,,,,deoxystrigolactones = 1.0 * 1.0 * gene_modifier + exogenous
PHOTOPERIOD,,,,PHOTOPERIOD = 1.0 * 1.0 * gene_modifier + exogenous
PZA,,,,PZA = 1.0 * 1.0 * gene_modifier + exogenous
OX8,,,,OX8 = 1.0 * 1.0 * gene_modifier + exogenous
OPS,,,,OPS = 1.0 * 1.0 * gene_modifier + exogenous
HYL 1,,,,HYL 1 = 1.0 * 1.0 * gene_modifier + exogenous
PEUVR8,,,,PEUVR8 = 1.0 * 1.0 * gene_modifier + exogenous
lack of H+-PPase,,,,lack of H+-PPase = 1.0 * 1.0 * gene_modifier + exogenous
Evening_Complex,,,,Evening_Complex = 1.0 * 1.0 * gene_modifier + exogenous
HID1,,,,HID1 = 1.0 * 1.0 * gene_modifier + exogenous
ARF17,,,,ARF17 = 1.0 * 1.0 * gene_modifier + exogenous
BRUSHING,,,,BRUSHING = 1.0 * 1.0 * gene_modifier + exogenous
ESC/AHL27,,,,ESC/AHL27 = 1.0 * 1.0 * gene_modifier + exogenous
ATRAV1,,,,ATRAV1 = 1.0 * 1.0 * gene_modifier + exogenous
GNC,,,,GNC = 1.0 * 1.0 * gene_modifier + exogenous
ELF4,,,,ELF4 = 1.0 * 1.0 * gene_modifier + exogenous
LHE,,,,LHE = 1.0 * 1.0 * gene_modifier + exogenous
AHA2,,,,AHA2 = 1.0 * 1.0 * gene_modifier + exogenous
MUTANTS,,,,MUTANTS = 1.0 * 1.0 * gene_modifier + exogenous
overexpressing PIFs,,,,overexpressing PIFs = 1.0 * 1.0 * gene_modifier + exogenous
ABI1,,,,ABI1 = 1.0 * 1.0 * gene_modifier + exogenous
IAN,,,,IAN = 1.0 * 1.0 * gene_modifier + exogenous
YUC,,,,YUC = 1.0 * 1.0 * gene_modifier + exogenous
phytohormones,,,,phytohormones = 1.0 * 1.0 * gene_modifier + exogenous
GLKS,,,,GLKS = 1.0 * 1.0 * gene_modifier + exogenous
C1,,,,C1 = 1.0 * 1.0 * gene_modifier + exogenous
ATLEC1,,,,ATLEC1 = 1.0 * 1.0 * gene_modifier + exogenous
MED8,,,,MED8 = 1.0 * 1.0 * gene_modifier + exogenous
BIK1,,,,BIK1 = 1.0 * 1.0 * gene_modifier + exogenous
salt stress,,,,salt stress = 1.0 * 1.0 * gene_modifier + exogenous
Cotyledon-synthesize,,,,Cotyledon-synthesize = 1.0 * 1.0 * gene_modifier + exogenous
Reduced cotyledon il,,,,Reduced cotyledon il = 1.0 * 1.0 * gene_modifier + exogenous
ATLHP1,,,,ATLHP1 = 1.0 * 1.0 * gene_modifier + exogenous
RADICICOL,,,,RADICICOL = 1.0 * 1.0 * gene_modifier + exogenous
15EaPCB,,,,15EaPCB = 1.0 * 1.0 * gene_modifier + exogenous
mdp60 mutants,,,,mdp60 mutants = 1.0 * 1.0 * gene_modifier + exogenous
ATPP7,,,,ATPP7 = 1.0 * 1.0 * gene_modifier + exogenous
MIR160,,,,MIR160 = 1.0 * 1.0 * gene_modifier + exogenous
KAI2,,,,KAI2 = 1.0 * 1.0 * gene_modifier + exogenous
AHL27,,,,AHL27 = 1.0 * 1.0 * gene_modifier + exogenous
PPD,,,,PPD = 1.0 * 1.0 * gene_modifier + exogenous
AT2353,,,,AT2353 = 1.0 * 1.0 * gene_modifier + exogenous
PHOTOTROPINS,,,,PHOTOTROPINS = 1.0 * 1.0 * gene_modifier + exogenous
frs7-1;frs12-1,,,,frs7-1;frs12-1 = 1.0 * 1.0 * gene_modifier + exogenous
ARQ1,,,,ARQ1 = 1.0 * 1.0 * gene_modifier + exogenous
CK1,,,,CK1 = 1.0 * 1.0 * gene_modifier + exogenous
ZMPHYCS,,,,ZMPHYCS = 1.0 * 1.0 * gene_modifier + exogenous
AIRP5,,,,AIRP5 = 1.0 * 1.0 * gene_modifier + exogenous
protein(s) levels,,,,protein(s) levels = 1.0 * 1.0 * gene_modifier + exogenous
GLUCOSE,,,,GLUCOSE = 1.0 * 1.0 * gene_modifier + exogenous
CIL1,,,,CIL1 = 1.0 * 1.0 * gene_modifier + exogenous
RVE1,,,,RVE1 = 1.0 * 1.0 * gene_modifier + exogenous
A semidominant mutat,,,,A semidominant mutat = 1.0 * 1.0 * gene_modifier + exogenous
RSPL9,,,,RSPL9 = 1.0 * 1.0 * gene_modifier + exogenous
PeUVR8 overexpressio,,,,PeUVR8 overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
PBG,,,,PBG = 1.0 * 1.0 * gene_modifier + exogenous
growth at high tempe,,,,growth at high tempe = 1.0 * 1.0 * gene_modifier + exogenous
CLEL 6,,,,CLEL 6 = 1.0 * 1.0 * gene_modifier + exogenous
FBH,,,,FBH = 1.0 * 1.0 * gene_modifier + exogenous
YCZ,,,,YCZ = 1.0 * 1.0 * gene_modifier + exogenous
ATEBP,,,,ATEBP = 1.0 * 1.0 * gene_modifier + exogenous
simulated shade,,,,simulated shade = 1.0 * 1.0 * gene_modifier + exogenous
GI,,,,GI = 1.0 * 1.0 * gene_modifier + exogenous
ATSERPIN1,,,,ATSERPIN1 = 1.0 * 1.0 * gene_modifier + exogenous
Ph = 16 h,,,,Ph = 16 h = 1.0 * 1.0 * gene_modifier + exogenous
Over-expressed GmCBL,,,,Over-expressed GmCBL = 1.0 * 1.0 * gene_modifier + exogenous
GLR,,,,GLR = 1.0 * 1.0 * gene_modifier + exogenous
EPR1,,,,EPR1 = 1.0 * 1.0 * gene_modifier + exogenous
Pcz treatment,,,,Pcz treatment = 1.0 * 1.0 * gene_modifier + exogenous
RSLV,,,,RSLV = 1.0 * 1.0 * gene_modifier + exogenous
