source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
SPL9,GENE,BRC1,GENE,activation,transcriptional,HIGH,SPL9 directly binds BRC1 promoter to activate transcription,,,,,,SPL9 and SPL15 could directly bind to the S1 fragment of BRC1 promoter,,
SPL9,GENE,LAS,GENE,inhibition,signaling,HIGH,SPL TFs directly repress LAS expression to suppress AM initiation in the adult phase.,,,,,,,,
SPL9,GENE,Shoot_Branching,PHENOTYPE,inhibition,transcriptional,HIGH,SPL9 activates BRC1 which inhibits branching,,,,,,rSPL9-OE had less rosette branches than WT (~72.4% of WT),,
SPS,GENE,Cytokinin,HORMONE,inhibition,metabolic,HIGH,SUPERSHOOT/SPS modulates CK levels; sps mutant has elevated CK,,,,,,"sps mutant characterized by higher levels of CKs, more bud outgrowth",,
SPS,GENE,Shoot_Branching,PHENOTYPE,inhibition,metabolic,HIGH,SPS negatively regulates CK; sps loss causes massive overproliferation,,,,,,sps mutant has massive shoot overproliferation,,
STM,GENE,Cytokinin,HORMONE,activation,transcriptional,HIGH,STM promotes axillary meristem initiation by upregulating CK biosynthesis genes (IPT7),,,,,,STM can promote axillary meristem initiation by upregulating cytokinin biosynthesis genes (e.g. IPT7),,
STM,GENE,IPT,GENE,activation,signaling,HIGH,STM transcription factor directly activates IPT expression to drive cytokinin biosynthesis in meristem cells.,,,,,,,,
STM,GENE,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,STM expression in leaf axil meristematic cells is required for AM formation; loss reduces AM.,,,,,,,,
SYD,GENE,BRC1,GENE,activation,signaling,HIGH,"SPLAYED (SYD), a SWI/SNF chromatin-remodeling ATPase, is required for SL-mediated transcriptional induction of BRC1",,,,,,BRANCHED1 (BRC1): Identified as a critical SL-induced transcription factor whose induction requires the SWI/SNF ATPase SPLAYED (SYD),,
SnRK1,GENE,BRC1,GENE,activation,transcriptional,MEDIUM,"SnRK1 (low-energy/sugar kinase) maintains BRC1 expression in dormant low-sugar buds; T6P-mediated SnRK1 inhibition relieves BRC1 expression, contributing to T6P->BRC1(-) cascade",,,,,,BRC1 expression regulates bud activation potential but is not necessary or sufficient for bud growth inhibition in Arabidopsis (cited from Seale 2017); T6P/SnRK1 axis controls bud outgrowth via BRC1,,
Strigolactone,HORMONE,ABA,HORMONE,activation,metabolic,MEDIUM,SL signaling regulates ABA accumulation (review synthesis); plays role in drought/stress responses,,,,,,"SLs regulate auxin transport, cytokinin metabolism, and ABA accumulation.",,
Strigolactone,HORMONE,Auxin,HORMONE,inhibition,signaling,HIGH,SL signaling modulates polar auxin transport and auxin biosynthesis,,,,,,SL signaling modulates polar auxin transport and auxin biosynthesis,,
Strigolactone,HORMONE,BES1,GENE,inhibition,signaling,HIGH,SL via MAX2 degrades BES1 protein,,,,,,Both phosphorylated and dephosphorylated BES1s are induced to be degraded by MAX2,,
Strigolactone,HORMONE,BRC1,GENE,activation,signaling,HIGH,SL induces BRC1 expression via SMXL6/7/8 degradation releasing SPL9/SPL15,,,,,,SLs effectively induced BRC1 expression,,
Strigolactone,HORMONE,CKX,GENE,activation,transcriptional,HIGH,"SL induces a CK-degrading oxidase (CKX), reducing cytokinin levels and dampening bud activation",,,,,,SL induces a CK-degrading oxidase,,
Strigolactone,HORMONE,CKX9,GENE,activation,transcriptional,HIGH,SL activates CK catabolism via cytokinin oxidase,,,,,,SLs activate CK catabolism via cytokinin oxidase,,
Strigolactone,HORMONE,Cytokinin,HORMONE,inhibition,signaling,HIGH,SL reduces CK levels via transcriptional activation of CKX9,,,,,,SLs reduce CK levels through transcriptional activation of CYTOKININ OXIDASE/DEHYDROGENASE 9,,
Strigolactone,HORMONE,D14,GENE,activation,signaling,HIGH,SL binds D14 receptor causing conformational change,,,,,,Intact SL molecules induce the active signaling state of D14,,
Strigolactone,HORMONE,D14,GENE,inhibition,signaling,HIGH,GR24 binds D14 with very modest thermal destabilization (Tm decrease 2.3C); D14 catalyzes GR24 hydrolysis at very low rate (1 substrate/3 min) - acts as receptor more than enzyme,,,,,,"D14 is catalytically active toward SLs. It can hydrolyze the synthetic SL GR24, albeit with an extremely low turnover rate of only about one molecule GR24 for every one molecule of D14 every three minutes",,
Strigolactone,HORMONE,D14,GENE,inhibition,signaling,HIGH,SL triggers proteasome-mediated D14 degradation (negative feedback),,,,,,"SL destabilizes D14, probably by promoting its proteasome-mediated degradation",,
Strigolactone,HORMONE,DELLA,PROTEIN_COMPLEX,activation,physical_interaction,MEDIUM,"D14 hydrolyzes SL producing D-OH that remains in catalytic pocket; the altered D14 surface enables interaction with DELLA repressor SLR1, providing GA-SL crosstalk",,,,,,"D14 functions as a cleavage enzyme of SLs, and the cleavage reaction induces the interaction with SLR1.",,
Strigolactone,HORMONE,IPT,GENE,inhibition,transcriptional,HIGH,"GR24 (synthetic SL) represses IPT cytokinin biosynthesis genes, lowering CK levels.",,,,,,GR24 treatment significantly increased the expression of CKXs... but also strongly inhibited the expression of the two IPT genes and five of the LOG genes.,,
Strigolactone,HORMONE,LOG,GENE,inhibition,transcriptional,HIGH,GR24 represses LOG genes (CK biosynthesis activation step).,,,,,,strongly inhibited the expression of the two IPT genes and five of the LOG genes.,,
Strigolactone,HORMONE,MAX2,GENE,activation,post_translational,HIGH,"SL binding induces D14-D3/MAX2 interaction (EC50 0.47 microM); D3 C-terminal helix dislodges and binds open D14 to arrest premature SL hydrolysis, forming the active signaling complex",,,,,,"Upon SL binding, D14 forms a complex with the F-box protein D3 and the transcriptional repressor D53. SLs thereby induce D53 degradation by the proteasome",,
Strigolactone,HORMONE,PIN1,GENE,inhibition,signaling,HIGH,SL triggers rapid clathrin-mediated endocytosis of PIN1 from plasma membrane within 10 minutes,,,,,,Strigolactone signalling was found to trigger PIN1 depletion from the plasma membrane within 10 minutes of treatment,,
Strigolactone,HORMONE,PIN7,GENE,inhibition,signaling,HIGH,SL reduces PIN7 accumulation; PIN7 over-accumulates in max2,,,,,,PIN7 over-accumulates compared to wild type in max2 (SL-insensitive),,
Strigolactone,HORMONE,SMXL678,PROTEIN_COMPLEX,inhibition,post_translational,HIGH,SMXL7:LUC was destabilized by GR24-5DS in a dose-dependent manner at much lower SL concentrations than D14 - SMXL7 degradation is the more sensitive step in the pathway,,,,,,SMXL7:LUC was destabilized by GR245DS in a dose-dependent manner at much lower SL concentrations than D14,,
Strigolactone,HORMONE,SYD,GENE,activation,signaling,HIGH,rac-GR24 treatment requires the SWI/SNF ATPase SPLAYED (SYD) for both BRC1 induction and the >1400 differentially accessible chromatin regions detected by ATAC-seq; SYD-dependent chromatin remodeling precedes transcriptional changes,,,,,,this early and extensive modification of the chromatin landscape also requires SYD,,
Strigolactone,HORMONE,Shoot_Branching,PHENOTYPE,inhibition,signaling,HIGH,SL inhibits bud outgrowth via BRC1 upregulation and PIN1 depletion,,,,,,Strigolactones were discovered as the branching signal deficient in rms1 and max4 mutants,,
Strigolactone,HORMONE,Strigolactone,HORMONE,inhibition,metabolic,HIGH,SL signaling represses MAX1/MAX3/MAX4 transcription via SMXL678 stabilization of repression - negative feedback (loss of SMXL678 derepresses MAX genes),,,,,,three known SL-biosynthetic MAX genes...were significantly upregulated in smxl6/7/8 plants relative to WT after dehydration,,
Strigolactone,HORMONE,T6P,METABOLITE,inhibition,signaling,HIGH,SL signaling inhibits T6P signaling independently of BRC1,,,,,,SL signalling inhibits T6P signalling independently of BRC1 to suppress shoot branching,,
Strigolactone,HORMONE,TAR2,GENE,inhibition,transcriptional,HIGH,SL treatment significantly reduces TAR2 (auxin biosynthesis) transcript levels in upper internodes within 30 min - rapid SL-mediated repression of auxin biosynthesis,,,,,,SL treatment can significantly reduce TAR2 transcript levels in upper internodes as soon as 30 min after treatment,,
Strigolactone,HORMONE,TCP1,GENE,activation,transcriptional,HIGH,SL transcriptionally activates TCP DOMAIN PROTEIN 1 via D14-MAX2-SMXL678 pathway,,,,,,"these plant hormones regulate shoot branching, leaf shape and anthocyanin accumulation mainly through transcriptional activation of the BRANCHED 1, TCP DOMAIN PROTEIN 1 and PRODUCTION OF ANTHOCYANIN PIGMENT 1 genes.",,
Strigolactone,HORMONE,Vasculature_Regeneration,PHENOTYPE,inhibition,signaling,HIGH,MAX1 overexpression (high SL) blocks vascular tissue regeneration after wounding; max1/max4/max2 mutants regenerate vasculature faster than WT,,,,,,Dex-treated DEX>>MAX1 plants...there was no regeneration of vasculature...after Dex induction.,,
Sucrose,METABOLITE,Auxin,HORMONE,activation,signaling,HIGH,Sucrose promotes IAA biosynthesis and accumulation in the bud.,,,,,,,,
Sucrose,METABOLITE,BRC1,GENE,repression,signaling,HIGH,Sugar/T6P signaling suppresses BRC1 expression,,,,,,Sucrose treatments caused down-regulation of BRC1,,
Sucrose,METABOLITE,Cytokinin,HORMONE,activation,signaling,HIGH,Sucrose promotes CK accumulation (zeatin),,,,,,Levels of intermediate and active CK forms increased following feeding with sucrose,,
Sucrose,METABOLITE,D14,GENE,activation,post_translational,HIGH,"Sucrose prevents SL-induced D14 degradation, blocking the upstream step of SL signaling",,,,,,"Sucrose prevents SL-induced degradation of D14, the SL receptor involved in D53 degradation",,
Sucrose,METABOLITE,DRM1,GENE,repression,transcriptional,MEDIUM,"Sugar-Repressive Element (SRE, TTATCC motif) is enriched in promoters of decapitation-downregulated genes including DRM1; sucrose contributes to DRM1 repression upon bud activation",,,,,,The promoters of down-regulated genes were enriched for TTATCC motifs that resemble the sugar-repressive element,,
Sucrose,METABOLITE,HB21,GENE,repression,signaling,HIGH,Sugar treatment represses HB21 expression in buds,,,,,,HB21 mRNA levels decreased after sugar treatment,,
Sucrose,METABOLITE,IPT3,GENE,activation,transcriptional,HIGH,"Sucrose upregulates cytokinin biosynthesis gene IPT3 (RhIPT3) in stem tissues, contributing to CK production that promotes branching",,,,,,sucrose upregulates cytokinin biosynthesis in stem tissues via RhIPT3 and RhIPT5 expression,,
Sucrose,METABOLITE,IPT5,GENE,activation,transcriptional,HIGH,Sucrose upregulates cytokinin biosynthesis gene IPT5 in stem tissues,,,,,,sucrose upregulates cytokinin biosynthesis in stem tissues via RhIPT3 and RhIPT5 expression,,
Sucrose,METABOLITE,MAX2,GENE,inhibition,transcriptional,HIGH,"Sucrose represses transcript abundance of D3 (the rice ortholog of Arabidopsis MAX2), inhibiting SCF complex availability for SL signaling",,,,,,"Sucrose inhibits the gene expression of D3, the orthologue of the Arabidopsis F-box MAX2 required for SL signalling",,
Sucrose,METABOLITE,PIN1,GENE,activation,transcriptional,HIGH,"Sucrose upregulates auxin efflux carrier PIN1 expression early in buds (via RhPIN1 in Rosa), enabling auxin canalization and bud growth",,,,,,sucrose upregulated... the auxin efflux carrier gene RhPIN1,,
Sucrose,METABOLITE,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,Sugar acts as initial trigger for bud outgrowth,,,,,,Initial growth of buds during the 24 h after activation is likely related to diversion of sugars,,
Sucrose,METABOLITE,Strigolactone,HORMONE,inhibition,signaling,HIGH,Sugar availability suppresses the auxin-induced SL pathway,,,,,,"Sucrose antagonises auxin effect on bud outgrowth dose-dependently, represses bud response to strigolactones",,
Sucrose,METABOLITE,T6P,METABOLITE,activation,metabolic,HIGH,Sucrose rapidly increases T6P levels within 15-30 min,,,,,,"Within 15 to 30 min of supplying Suc exogenously, Tre6P began to rise rapidly",,
Sucrose,METABOLITE,TAR1,GENE,activation,transcriptional,MEDIUM,"Sucrose upregulates auxin biosynthesis gene TAR1 (Tryptophan Aminotransferase Related 1) in buds, contributing to bud-internal auxin pool needed for canalization",,,,,,"sucrose upregulated early auxin synthesis genes (RhTAR1, RhYUC1)",,
Sucrose,METABOLITE,TOR,GENE,activation,signaling,MEDIUM,"Sucrose activates TOR kinase signaling, which then represses BRC1; established sugar-TOR axis in plants",,,,,,TOR kinase signaling negatively regulates BRC1; sucrose activates TOR,,
Sucrose,METABOLITE,YUC1,GENE,activation,transcriptional,MEDIUM,Sucrose upregulates YUCCA1 (auxin biosynthesis) early in axillary buds,,,,,,"sucrose upregulated early auxin synthesis genes (RhTAR1, RhYUC1)",,
T6P,METABOLITE,BRC1,GENE,repression,signaling,HIGH,"Trehalose-6-phosphate (Tre6P) accumulates rapidly in axillary buds following decapitation (sucrose surge), and acts via SnRK1/bZIP signaling to repress BRC1 expression and trigger bud outgrowth",,,,,,"decapitation led to a rapid and sustained rise in Tre6P levels in axillary buds, coinciding with the onset of bud outgrowth, and this response was suppressed by simultaneous defoliation",,
T6P,METABOLITE,FT,GENE,activation,signaling,HIGH,T6P signaling promotes FT expression for systemic branching control,,,,,,FT transcription is a target of Tre6P signaling,,
T6P,METABOLITE,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,T6P promotes branching via SnRK1 inhibition and FT promotion,,,,,,Direct genetic evidence of a local role for T6P in axillary bud outgrowth regulation,,
T6P,METABOLITE,SnRK1,GENE,inhibition,signaling,HIGH,T6P directly inhibits SnRK1 kinase activity with Ki of 5 uM,,,,,,SnRK1 activity in crude extracts is inhibited by Tre6P with Ki of 5 uM,,
TCP14,GENE,BRC1,GENE,inhibition,signaling,MEDIUM,Class I TCP14 counteracts Class II TCP BRC1 activity,,,,,,TCP14 and TCP15 promote branching by counteracting BRC1,,
TCP15,GENE,BRC1,GENE,inhibition,signaling,MEDIUM,Class I TCP15 counteracts Class II TCP BRC1 activity,,,,,,TCP14 and TCP15 promote branching by counteracting BRC1,,
TEAR1,GENE,TIE1,GENE,inhibition,signaling,MEDIUM,"TEARs are RING-type E3 ligases that interact with TIE1 and target it for proteasomal degradation, providing post-translational regulation of TIE1 protein levels",,,,,,TEARs interact with TIE1 and are responsible for TIE1 degradation,,
TIE1,GENE,BRC1,GENE,repression,signaling,HIGH,TIE1 binds BRC1 protein and recruits TPL/TPR co-repressors to inhibit BRC1 activity,,,,,,"By binding to BRC1, TIE1 inhibits BRC1 activity and consequently represses the transcription of many BRC1 target genes",,
TIE1,GENE,BRC2,GENE,inhibition,signaling,HIGH,"TIE1 specifically interacts with BRC1 but NOT with BRC2 protein, indicating TIE1 selectivity for the dominant TCP18 paralog (excludes a possible edge; documented for completeness)",,,,,,"BRC1 interacted with TIE1, whereas BRC2 did not",,
TIE1,GENE,HB21,GENE,repression,transcriptional,HIGH,"TIE1 represses BRC1 activity (protein-level via TPL/TPR), which in turn reduces BRC1-mediated activation of HB21; ~30% of BRC1-dependent genes including HB21 are TIE1-regulated",,,,,,"TIE1 regulated about 30% of the BRC1-dependent genes, including the BRC1 direct targets HB21, HB40 and HB53",,
TIE1,GENE,HB40,GENE,repression,transcriptional,HIGH,"TIE1 represses BRC1 protein activity, reducing BRC1-mediated activation of HB40",,,,,,"TIE1 regulated about 30% of the BRC1-dependent genes, including the BRC1 direct targets HB21, HB40 and HB53",,
TIE1,GENE,HB53,GENE,repression,transcriptional,HIGH,"TIE1 represses BRC1 activity, reducing BRC1-mediated activation of HB53",,,,,,"TIE1 regulated about 30% of the BRC1-dependent genes, including the BRC1 direct targets HB21, HB40 and HB53",,
TIE1,GENE,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,TIE1 promotes branching by inhibiting BRC1 activity,,,,,,TIE1 is a positive regulator of shoot branching; overexpression leads to bushier plants,,
TIE1,GENE,TCP14,GENE,repression,signaling,MEDIUM,TIE1 interacts with CIN-like TCPs (which include TCP14); recruits TPL/TPR co-repressors to inhibit their transactivation activity (analogous mechanism to TIE1->BRC1),,,,,,the TIE1 protein interacts with CIN-like TCP transcription factors,,
TOR,GENE,BRC1,GENE,repression,signaling,MEDIUM,"TOR kinase signaling negatively regulates BRC1 transcript accumulation; pharmacological inhibition with AZD8055 increases BRC1 in axillary buds, indicating TOR-sucrose-BRC1 axis",,,,,,"RhBRC1 accumulation in buds is regulated by AZD8055, and this regulation is negatively associated with TOR-kinase activity",,
WUS,GENE,STM,GENE,activation,transcriptional,MEDIUM,WUS proteins activate STM expression in meristems,,,,,,WUS proteins are able to activate STM expression and bind to STM protein,,
miR156,REGULATORY_RNA,SPL13,GENE,inhibition,signaling,HIGH,"SPL13 is a direct miR156 target; spl9/13/15 triple mutant produces significantly more juvenile leaves than single mutants, demonstrating functional redundancy in adult phase",,,,,,the spl9/13/15 double and triple mutants produced significantly more juvenile leaves; miR156 targets 10 SPL genes including SPL13,,
miR156,REGULATORY_RNA,SPL15,GENE,repression,signaling,HIGH,miR156 post-transcriptionally silences SPL15 mRNA,,,,,,SPL9 and SPL15 are post-transcriptionally regulated by miR156,,
miR156,REGULATORY_RNA,SPL9,GENE,repression,signaling,HIGH,miR156 post-transcriptionally silences SPL9 mRNA,,,,,,SPL9 and SPL15 are post-transcriptionally regulated by miR156,,
miR164,REGULATORY_RNA,CUC2,GENE,inhibition,signaling,HIGH,"miR164 represses CUP-SHAPED COTYLEDON (CUC2) transcripts, modulating boundary identity required for AM formation.",,,,,,"Interplay of miR164, CUP-SHAPED COTYLEDON genes and LATERAL SUPPRESSOR controls axillary meristem formation",,
