node,node_type,activators,inhibitors,formula
Non-inductive photop,,,,Non-inductive photop = 1.0 * 1.0 * gene_modifier + exogenous
gain-of-function phe,,,,gain-of-function phe = 1.0 * 1.0 * gene_modifier + exogenous
ORTH2,,,,ORTH2 = 1.0 * 1.0 * gene_modifier + exogenous
ASCORBATE,,,,ASCORBATE = 1.0 * 1.0 * gene_modifier + exogenous
HO3,,,,HO3 = 1.0 * 1.0 * gene_modifier + exogenous
COP3,,,,COP3 = 1.0 * 1.0 * gene_modifier + exogenous
GmGBP1-ox plant(s),,,,GmGBP1-ox plant(s) = 1.0 * 1.0 * gene_modifier + exogenous
Mediator subunit 18,,,,Mediator subunit 18 = 1.0 * 1.0 * gene_modifier + exogenous
PFN1,,,,PFN1 = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Lh,,,,overexpression of Lh = 1.0 * 1.0 * gene_modifier + exogenous
ATU2AF65A,,,,ATU2AF65A = 1.0 * 1.0 * gene_modifier + exogenous
OSMADS55,,,,OSMADS55 = 1.0 * 1.0 * gene_modifier + exogenous
AHL23,,,,AHL23 = 1.0 * 1.0 * gene_modifier + exogenous
MED2,,,,MED2 = 1.0 * 1.0 * gene_modifier + exogenous
NF,,,,NF = 1.0 * 1.0 * gene_modifier + exogenous
STRESS,,,,STRESS = 1.0 * 1.0 * gene_modifier + exogenous
FRS8,,,,FRS8 = 1.0 * 1.0 * gene_modifier + exogenous
LUXR146A,,,,LUXR146A = 1.0 * 1.0 * gene_modifier + exogenous
vernalization of A. ,,,,vernalization of A.  = 1.0 * 1.0 * gene_modifier + exogenous
HUB1,,,,HUB1 = 1.0 * 1.0 * gene_modifier + exogenous
PGCENA,,,,PGCENA = 1.0 * 1.0 * gene_modifier + exogenous
circadian regulation,,,,circadian regulation = 1.0 * 1.0 * gene_modifier + exogenous
A. thaliana mutation,,,,A. thaliana mutation = 1.0 * 1.0 * gene_modifier + exogenous
MUTATIONS,,,,MUTATIONS = 1.0 * 1.0 * gene_modifier + exogenous
DET2,,,,DET2 = 1.0 * 1.0 * gene_modifier + exogenous
movement of chimeric,,,,movement of chimeric = 1.0 * 1.0 * gene_modifier + exogenous
GMELF3A,,,,GMELF3A = 1.0 * 1.0 * gene_modifier + exogenous
loss of exon2 in CmF,,,,loss of exon2 in CmF = 1.0 * 1.0 * gene_modifier + exogenous
MPF2,,,,MPF2 = 1.0 * 1.0 * gene_modifier + exogenous
TaNAK1.1,,,,TaNAK1.1 = 1.0 * 1.0 * gene_modifier + exogenous
low temperatures,,,,low temperatures = 1.0 * 1.0 * gene_modifier + exogenous
ATSWC6,,,,ATSWC6 = 1.0 * 1.0 * gene_modifier + exogenous
GHFT1,,,,GHFT1 = 1.0 * 1.0 * gene_modifier + exogenous
ATDEK1,,,,ATDEK1 = 1.0 * 1.0 * gene_modifier + exogenous
RSB2,,,,RSB2 = 1.0 * 1.0 * gene_modifier + exogenous
PPCOP1A,,,,PPCOP1A = 1.0 * 1.0 * gene_modifier + exogenous
MET3G5,,,,MET3G5 = 1.0 * 1.0 * gene_modifier + exogenous
CGL,,,,CGL = 1.0 * 1.0 * gene_modifier + exogenous
seed size,,,,seed size = 1.0 * 1.0 * gene_modifier + exogenous
DA,,,,DA = 1.0 * 1.0 * gene_modifier + exogenous
allelic variation,,,,allelic variation = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Pf,,,,overexpression of Pf = 1.0 * 1.0 * gene_modifier + exogenous
CCA1,,,,CCA1 = 1.0 * 1.0 * gene_modifier + exogenous
Water availability,,,,Water availability = 1.0 * 1.0 * gene_modifier + exogenous
large-effect mutatio,,,,large-effect mutatio = 1.0 * 1.0 * gene_modifier + exogenous
Verticillium longisp,,,,Verticillium longisp = 1.0 * 1.0 * gene_modifier + exogenous
TF,,,,TF = 1.0 * 1.0 * gene_modifier + exogenous
BZR1,,,,BZR1 = 1.0 * 1.0 * gene_modifier + exogenous
ATMSH1,,,,ATMSH1 = 1.0 * 1.0 * gene_modifier + exogenous
ZF108,,,,ZF108 = 1.0 * 1.0 * gene_modifier + exogenous
N414D,,,,N414D = 1.0 * 1.0 * gene_modifier + exogenous
NF_Y,,,,NF_Y = 1.0 * 1.0 * gene_modifier + exogenous
strong QTLs,,,,strong QTLs = 1.0 * 1.0 * gene_modifier + exogenous
shortened circadian ,,,,shortened circadian  = 1.0 * 1.0 * gene_modifier + exogenous
Cytokinin,,,,Cytokinin = 1.0 * 1.0 * gene_modifier + exogenous
gene(s) expression d,,,,gene(s) expression d = 1.0 * 1.0 * gene_modifier + exogenous
ULT,,,,ULT = 1.0 * 1.0 * gene_modifier + exogenous
FRS6,,,,FRS6 = 1.0 * 1.0 * gene_modifier + exogenous
JMJ15,,,,JMJ15 = 1.0 * 1.0 * gene_modifier + exogenous
Fei-0 alleles,,,,Fei-0 alleles = 1.0 * 1.0 * gene_modifier + exogenous
ATHSPR,,,,ATHSPR = 1.0 * 1.0 * gene_modifier + exogenous
FLAIL,,,,FLAIL = 1.0 * 1.0 * gene_modifier + exogenous
complex and elaborat,,,,complex and elaborat = 1.0 * 1.0 * gene_modifier + exogenous
allelic perturbation,,,,allelic perturbation = 1.0 * 1.0 * gene_modifier + exogenous
Seed chilling,,,,Seed chilling = 1.0 * 1.0 * gene_modifier + exogenous
H2O2,,,,H2O2 = 1.0 * 1.0 * gene_modifier + exogenous
EFO2,,,,EFO2 = 1.0 * 1.0 * gene_modifier + exogenous
FLD,,,,FLD = 1.0 * 1.0 * gene_modifier + exogenous
MNM1,,,,MNM1 = 1.0 * 1.0 * gene_modifier + exogenous
BrMYC3-2/4-2OE,,,,BrMYC3-2/4-2OE = 1.0 * 1.0 * gene_modifier + exogenous
PCFS4,,,,PCFS4 = 1.0 * 1.0 * gene_modifier + exogenous
PheDof12-1,,,,PheDof12-1 = 1.0 * 1.0 * gene_modifier + exogenous
intergenerational te,,,,intergenerational te = 1.0 * 1.0 * gene_modifier + exogenous
ENVIRONMENT,,,,ENVIRONMENT = 1.0 * 1.0 * gene_modifier + exogenous
GMGBP1,,,,GMGBP1 = 1.0 * 1.0 * gene_modifier + exogenous
FWA,,,,FWA = 1.0 * 1.0 * gene_modifier + exogenous
carbon nanoparticles,,,,carbon nanoparticles = 1.0 * 1.0 * gene_modifier + exogenous
phytochrom B,,,,phytochrom B = 1.0 * 1.0 * gene_modifier + exogenous
DDM2,,,,DDM2 = 1.0 * 1.0 * gene_modifier + exogenous
N-signaling,,,,N-signaling = 1.0 * 1.0 * gene_modifier + exogenous
nutrient/metal uptak,,,,nutrient/metal uptak = 1.0 * 1.0 * gene_modifier + exogenous
CCT,,,,CCT = 1.0 * 1.0 * gene_modifier + exogenous
dek2-3,,,,dek2-3 = 1.0 * 1.0 * gene_modifier + exogenous
Dysfunction of nitra,,,,Dysfunction of nitra = 1.0 * 1.0 * gene_modifier + exogenous
CYP40,,,,CYP40 = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB106,,,,ATMYB106 = 1.0 * 1.0 * gene_modifier + exogenous
ATWNK8,,,,ATWNK8 = 1.0 * 1.0 * gene_modifier + exogenous
ATGA3OX1,,,,ATGA3OX1 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Cp,,,,Overexpression of Cp = 1.0 * 1.0 * gene_modifier + exogenous
MADS,,,,MADS = 1.0 * 1.0 * gene_modifier + exogenous
BRR2,,,,BRR2 = 1.0 * 1.0 * gene_modifier + exogenous
MPF,,,,MPF = 1.0 * 1.0 * gene_modifier + exogenous
overexpressing BrTSF,,,,overexpressing BrTSF = 1.0 * 1.0 * gene_modifier + exogenous
TaNAK1.2,,,,TaNAK1.2 = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Pe,,,,overexpression of Pe = 1.0 * 1.0 * gene_modifier + exogenous
ORTH1,,,,ORTH1 = 1.0 * 1.0 * gene_modifier + exogenous
H3K27ME3,,,,H3K27ME3 = 1.0 * 1.0 * gene_modifier + exogenous
New mutations,,,,New mutations = 1.0 * 1.0 * gene_modifier + exogenous
photoperiod pathway,,,,photoperiod pathway = 1.0 * 1.0 * gene_modifier + exogenous
amount of pathogen p,,,,amount of pathogen p = 1.0 * 1.0 * gene_modifier + exogenous
HOS15,,,,HOS15 = 1.0 * 1.0 * gene_modifier + exogenous
lower temperature du,,,,lower temperature du = 1.0 * 1.0 * gene_modifier + exogenous
ARF3,,,,ARF3 = 1.0 * 1.0 * gene_modifier + exogenous
future seasonal warm,,,,future seasonal warm = 1.0 * 1.0 * gene_modifier + exogenous
PHFT3,,,,PHFT3 = 1.0 * 1.0 * gene_modifier + exogenous
SPL10,,,,SPL10 = 1.0 * 1.0 * gene_modifier + exogenous
genomic regions,,,,genomic regions = 1.0 * 1.0 * gene_modifier + exogenous
GATA21,,,,GATA21 = 1.0 * 1.0 * gene_modifier + exogenous
vernalization pathwa,,,,vernalization pathwa = 1.0 * 1.0 * gene_modifier + exogenous
Exogenous Overexpres,,,,Exogenous Overexpres = 1.0 * 1.0 * gene_modifier + exogenous
FAR2,,,,FAR2 = 1.0 * 1.0 * gene_modifier + exogenous
agl15 agl18 mutant,,,,agl15 agl18 mutant = 1.0 * 1.0 * gene_modifier + exogenous
MAFS,,,,MAFS = 1.0 * 1.0 * gene_modifier + exogenous
ATBT1,,,,ATBT1 = 1.0 * 1.0 * gene_modifier + exogenous
CK1,,,,CK1 = 1.0 * 1.0 * gene_modifier + exogenous
CAP,,,,CAP = 1.0 * 1.0 * gene_modifier + exogenous
FAS5,,,,FAS5 = 1.0 * 1.0 * gene_modifier + exogenous
AIK1,,,,AIK1 = 1.0 * 1.0 * gene_modifier + exogenous
ASAP,,,,ASAP = 1.0 * 1.0 * gene_modifier + exogenous
ATHSVP,,,,ATHSVP = 1.0 * 1.0 * gene_modifier + exogenous
PDF2,,,,PDF2 = 1.0 * 1.0 * gene_modifier + exogenous
carbon enrichment,,,,carbon enrichment = 1.0 * 1.0 * gene_modifier + exogenous
ASU1,,,,ASU1 = 1.0 * 1.0 * gene_modifier + exogenous
constant temperature,,,,constant temperature = 1.0 * 1.0 * gene_modifier + exogenous
TOUCH,,,,TOUCH = 1.0 * 1.0 * gene_modifier + exogenous
Light detection,,,,Light detection = 1.0 * 1.0 * gene_modifier + exogenous
loss of function mut,,,,loss of function mut = 1.0 * 1.0 * gene_modifier + exogenous
YB3,,,,YB3 = 1.0 * 1.0 * gene_modifier + exogenous
ATU2AF65B,,,,ATU2AF65B = 1.0 * 1.0 * gene_modifier + exogenous
Control of progeny b,,,,Control of progeny b = 1.0 * 1.0 * gene_modifier + exogenous
ATLEA5,,,,ATLEA5 = 1.0 * 1.0 * gene_modifier + exogenous
Natural variation in,,,,Natural variation in = 1.0 * 1.0 * gene_modifier + exogenous
ABI3,,,,ABI3 = 1.0 * 1.0 * gene_modifier + exogenous
GMGATA58,,,,GMGATA58 = 1.0 * 1.0 * gene_modifier + exogenous
NGATHA1,,,,NGATHA1 = 1.0 * 1.0 * gene_modifier + exogenous
ATREM1,,,,ATREM1 = 1.0 * 1.0 * gene_modifier + exogenous
OE-ABI4,,,,OE-ABI4 = 1.0 * 1.0 * gene_modifier + exogenous
spindle assembly che,,,,spindle assembly che = 1.0 * 1.0 * gene_modifier + exogenous
genetically integrat,,,,genetically integrat = 1.0 * 1.0 * gene_modifier + exogenous
S. indica,,,,S. indica = 1.0 * 1.0 * gene_modifier + exogenous
MAF5_NAT,,,,MAF5_NAT = 1.0 * 1.0 * gene_modifier + exogenous
SULPHUR,,,,SULPHUR = 1.0 * 1.0 * gene_modifier + exogenous
REM13,,,,REM13 = 1.0 * 1.0 * gene_modifier + exogenous
JRAHL2,,,,JRAHL2 = 1.0 * 1.0 * gene_modifier + exogenous
ABI5,,,,ABI5 = 1.0 * 1.0 * gene_modifier + exogenous
GBSS,,,,GBSS = 1.0 * 1.0 * gene_modifier + exogenous
cid3cid4 double muta,,,,cid3cid4 double muta = 1.0 * 1.0 * gene_modifier + exogenous
BRC1,,,,BRC1 = 1.0 * 1.0 * gene_modifier + exogenous
PRC2,,,,PRC2 = 1.0 * 1.0 * gene_modifier + exogenous
GLUCOSE,,,,GLUCOSE = 1.0 * 1.0 * gene_modifier + exogenous
EAT3,,,,EAT3 = 1.0 * 1.0 * gene_modifier + exogenous
PHOSPHOROUS,,,,PHOSPHOROUS = 1.0 * 1.0 * gene_modifier + exogenous
SAM,,,,SAM = 1.0 * 1.0 * gene_modifier + exogenous
ZCN8,,,,ZCN8 = 1.0 * 1.0 * gene_modifier + exogenous
BNAFT,,,,BNAFT = 1.0 * 1.0 * gene_modifier + exogenous
NAI,,,,NAI = 1.0 * 1.0 * gene_modifier + exogenous
ATWOX13,,,,ATWOX13 = 1.0 * 1.0 * gene_modifier + exogenous
gene(s) network,,,,gene(s) network = 1.0 * 1.0 * gene_modifier + exogenous
REM46,,,,REM46 = 1.0 * 1.0 * gene_modifier + exogenous
Pochonia chlamydospo,,,,Pochonia chlamydospo = 1.0 * 1.0 * gene_modifier + exogenous
ABI4,,,,ABI4 = 1.0 * 1.0 * gene_modifier + exogenous
RBL,,,,RBL = 1.0 * 1.0 * gene_modifier + exogenous
ATERF12,,,,ATERF12 = 1.0 * 1.0 * gene_modifier + exogenous
HDA2,,,,HDA2 = 1.0 * 1.0 * gene_modifier + exogenous
ABF1,,,,ABF1 = 1.0 * 1.0 * gene_modifier + exogenous
ATVDAC1,,,,ATVDAC1 = 1.0 * 1.0 * gene_modifier + exogenous
KI,,,,KI = 1.0 * 1.0 * gene_modifier + exogenous
BR,,,,BR = 1.0 * 1.0 * gene_modifier + exogenous
tissue-specific mise,,,,tissue-specific mise = 1.0 * 1.0 * gene_modifier + exogenous
ATDWF4,,,,ATDWF4 = 1.0 * 1.0 * gene_modifier + exogenous
ATEML2,,,,ATEML2 = 1.0 * 1.0 * gene_modifier + exogenous
high light,,,,high light = 1.0 * 1.0 * gene_modifier + exogenous
ACMFT,,,,ACMFT = 1.0 * 1.0 * gene_modifier + exogenous
PRRS,,,,PRRS = 1.0 * 1.0 * gene_modifier + exogenous
ATEML1,,,,ATEML1 = 1.0 * 1.0 * gene_modifier + exogenous
BJUFT,,,,BJUFT = 1.0 * 1.0 * gene_modifier + exogenous
m6A methylation,,,,m6A methylation = 1.0 * 1.0 * gene_modifier + exogenous
high salinity,,,,high salinity = 1.0 * 1.0 * gene_modifier + exogenous
ABF4,,,,ABF4 = 1.0 * 1.0 * gene_modifier + exogenous
TET1,,,,TET1 = 1.0 * 1.0 * gene_modifier + exogenous
MSI5,,,,MSI5 = 1.0 * 1.0 * gene_modifier + exogenous
Autonomous floral pr,,,,Autonomous floral pr = 1.0 * 1.0 * gene_modifier + exogenous
JMJ18,,,,JMJ18 = 1.0 * 1.0 * gene_modifier + exogenous
ATCPL2,,,,ATCPL2 = 1.0 * 1.0 * gene_modifier + exogenous
HLP1,,,,HLP1 = 1.0 * 1.0 * gene_modifier + exogenous
PTHB13,,,,PTHB13 = 1.0 * 1.0 * gene_modifier + exogenous
SBP,,,,SBP = 1.0 * 1.0 * gene_modifier + exogenous
FLORIGEN,,,,FLORIGEN = 1.0 * 1.0 * gene_modifier + exogenous
IQD,,,,IQD = 1.0 * 1.0 * gene_modifier + exogenous
Brassinosteroids,,,,Brassinosteroids = 1.0 * 1.0 * gene_modifier + exogenous
ALKBH9B,,,,ALKBH9B = 1.0 * 1.0 * gene_modifier + exogenous
VVGHF17,,,,VVGHF17 = 1.0 * 1.0 * gene_modifier + exogenous
REM17,,,,REM17 = 1.0 * 1.0 * gene_modifier + exogenous
LowN treatment,,,,LowN treatment = 1.0 * 1.0 * gene_modifier + exogenous
SQUAMOSA,,,,SQUAMOSA = 1.0 * 1.0 * gene_modifier + exogenous
DELLA,,,,DELLA = 1.0 * 1.0 * gene_modifier + exogenous
BES1,,,,BES1 = 1.0 * 1.0 * gene_modifier + exogenous
AGAMOUS,,,,AGAMOUS = 1.0 * 1.0 * gene_modifier + exogenous
ABF3,,,,ABF3 = 1.0 * 1.0 * gene_modifier + exogenous
Nitric oxides,,,,Nitric oxides = 1.0 * 1.0 * gene_modifier + exogenous
CAL,,,,CAL = 1.0 * 1.0 * gene_modifier + exogenous
ATWOX14,,,,ATWOX14 = 1.0 * 1.0 * gene_modifier + exogenous
PIF7,,,,PIF7 = 1.0 * 1.0 * gene_modifier + exogenous
FR,,,,FR = 1.0 * 1.0 * gene_modifier + exogenous
HUB2,,,,HUB2 = 1.0 * 1.0 * gene_modifier + exogenous
manipulating the pho,,,,manipulating the pho = 1.0 * 1.0 * gene_modifier + exogenous
H2B,,,,H2B = 1.0 * 1.0 * gene_modifier + exogenous
SNLS,,,,SNLS = 1.0 * 1.0 * gene_modifier + exogenous
high temperatures,,,,high temperatures = 1.0 * 1.0 * gene_modifier + exogenous
Lengthening of the p,,,,Lengthening of the p = 1.0 * 1.0 * gene_modifier + exogenous
AGL68,,,,AGL68 = 1.0 * 1.0 * gene_modifier + exogenous
BRANCHED1,,,,BRANCHED1 = 1.0 * 1.0 * gene_modifier + exogenous
LHY,,,,LHY = 1.0 * 1.0 * gene_modifier + exogenous
ACG1,,,,ACG1 = 1.0 * 1.0 * gene_modifier + exogenous
PIF4,,,,PIF4 = 1.0 * 1.0 * gene_modifier + exogenous
CARBON,,,,CARBON = 1.0 * 1.0 * gene_modifier + exogenous
Transcriptional repr,,,,Transcriptional repr = 1.0 * 1.0 * gene_modifier + exogenous
HRLP,,,,HRLP = 1.0 * 1.0 * gene_modifier + exogenous
SD,,,,SD = 1.0 * 1.0 * gene_modifier + exogenous
EJRAV2,,,,EJRAV2 = 1.0 * 1.0 * gene_modifier + exogenous
release of osmolytes,,,,release of osmolytes = 1.0 * 1.0 * gene_modifier + exogenous
MaASR overexpression,,,,MaASR overexpression = 1.0 * 1.0 * gene_modifier + exogenous
SSRP1,,,,SSRP1 = 1.0 * 1.0 * gene_modifier + exogenous
induced polyploidy,,,,induced polyploidy = 1.0 * 1.0 * gene_modifier + exogenous
Six regulatory pathw,,,,Six regulatory pathw = 1.0 * 1.0 * gene_modifier + exogenous
YA8,,,,YA8 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Pl,,,,Overexpression of Pl = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Ca,,,,Overexpression of Ca = 1.0 * 1.0 * gene_modifier + exogenous
ectopic expression/l,,,,ectopic expression/l = 1.0 * 1.0 * gene_modifier + exogenous
MtNGA1 overexpressio,,,,MtNGA1 overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
GRTCP11,,,,GRTCP11 = 1.0 * 1.0 * gene_modifier + exogenous
HRIP1,,,,HRIP1 = 1.0 * 1.0 * gene_modifier + exogenous
ATGRF2,,,,ATGRF2 = 1.0 * 1.0 * gene_modifier + exogenous
DUF581,,,,DUF581 = 1.0 * 1.0 * gene_modifier + exogenous
ATHB-12,,,,ATHB-12 = 1.0 * 1.0 * gene_modifier + exogenous
HERITABILITY,,,,HERITABILITY = 1.0 * 1.0 * gene_modifier + exogenous
O,,,,O = 1.0 * 1.0 * gene_modifier + exogenous
GENOTYPE,,,,GENOTYPE = 1.0 * 1.0 * gene_modifier + exogenous
ATCLV3,,,,ATCLV3 = 1.0 * 1.0 * gene_modifier + exogenous
SPY,,,,SPY = 1.0 * 1.0 * gene_modifier + exogenous
U11/U12-65K,,,,U11/U12-65K = 1.0 * 1.0 * gene_modifier + exogenous
age of plant(s),,,,age of plant(s) = 1.0 * 1.0 * gene_modifier + exogenous
U11/U12-31K,,,,U11/U12-31K = 1.0 * 1.0 * gene_modifier + exogenous
CMVRA,,,,CMVRA = 1.0 * 1.0 * gene_modifier + exogenous
15 of 91 gene(s),,,,15 of 91 gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
ATLPP2,,,,ATLPP2 = 1.0 * 1.0 * gene_modifier + exogenous
AML,,,,AML = 1.0 * 1.0 * gene_modifier + exogenous
BCYAB3,,,,BCYAB3 = 1.0 * 1.0 * gene_modifier + exogenous
HvCCA1-ox,,,,HvCCA1-ox = 1.0 * 1.0 * gene_modifier + exogenous
GhTIP1;1-like,,,,GhTIP1;1-like = 1.0 * 1.0 * gene_modifier + exogenous
intracellular hydrog,,,,intracellular hydrog = 1.0 * 1.0 * gene_modifier + exogenous
ADT4,,,,ADT4 = 1.0 * 1.0 * gene_modifier + exogenous
ATGRF1,,,,ATGRF1 = 1.0 * 1.0 * gene_modifier + exogenous
Genetic effects,,,,Genetic effects = 1.0 * 1.0 * gene_modifier + exogenous
BVFLK,,,,BVFLK = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Dn,,,,Overexpression of Dn = 1.0 * 1.0 * gene_modifier + exogenous
CaPLA1 overexpressor,,,,CaPLA1 overexpressor = 1.0 * 1.0 * gene_modifier + exogenous
BRMYC2OE,,,,BRMYC2OE = 1.0 * 1.0 * gene_modifier + exogenous
2xuief,,,,2xuief = 1.0 * 1.0 * gene_modifier + exogenous
jazQ mycT plant(s),,,,jazQ mycT plant(s) = 1.0 * 1.0 * gene_modifier + exogenous
FO,,,,FO = 1.0 * 1.0 * gene_modifier + exogenous
Linnemannia elongata,,,,Linnemannia elongata = 1.0 * 1.0 * gene_modifier + exogenous
INFECTION,,,,INFECTION = 1.0 * 1.0 * gene_modifier + exogenous
MDFLC3,,,,MDFLC3 = 1.0 * 1.0 * gene_modifier + exogenous
ATGRXS17,,,,ATGRXS17 = 1.0 * 1.0 * gene_modifier + exogenous
ATCLE6,,,,ATCLE6 = 1.0 * 1.0 * gene_modifier + exogenous
AHGPAT9,,,,AHGPAT9 = 1.0 * 1.0 * gene_modifier + exogenous
gamma-rays,,,,gamma-rays = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Br,,,,Overexpression of Br = 1.0 * 1.0 * gene_modifier + exogenous
G3BP6,,,,G3BP6 = 1.0 * 1.0 * gene_modifier + exogenous
XI,,,,XI = 1.0 * 1.0 * gene_modifier + exogenous
EuPIP1;1,,,,EuPIP1;1 = 1.0 * 1.0 * gene_modifier + exogenous
ATFAP3,,,,ATFAP3 = 1.0 * 1.0 * gene_modifier + exogenous
AtCuAOdelta mutation,,,,AtCuAOdelta mutation = 1.0 * 1.0 * gene_modifier + exogenous
favorable nutritiona,,,,favorable nutritiona = 1.0 * 1.0 * gene_modifier + exogenous
inflorescence intern,,,,inflorescence intern = 1.0 * 1.0 * gene_modifier + exogenous
Spd synthesis inhibi,,,,Spd synthesis inhibi = 1.0 * 1.0 * gene_modifier + exogenous
non-permissive condi,,,,non-permissive condi = 1.0 * 1.0 * gene_modifier + exogenous
ATHB-7,,,,ATHB-7 = 1.0 * 1.0 * gene_modifier + exogenous
EJRAV1,,,,EJRAV1 = 1.0 * 1.0 * gene_modifier + exogenous
TRIACONTANOL,,,,TRIACONTANOL = 1.0 * 1.0 * gene_modifier + exogenous
Bacterial transcript,,,,Bacterial transcript = 1.0 * 1.0 * gene_modifier + exogenous
high light irradiati,,,,high light irradiati = 1.0 * 1.0 * gene_modifier + exogenous
WILDTYPE,,,,WILDTYPE = 1.0 * 1.0 * gene_modifier + exogenous
GA₃,,,,GA₃ = 1.0 * 1.0 * gene_modifier + exogenous
PevD1 overexpression,,,,PevD1 overexpression = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Gh,,,,Overexpression of Gh = 1.0 * 1.0 * gene_modifier + exogenous
long photoperiods an,,,,long photoperiods an = 1.0 * 1.0 * gene_modifier + exogenous
MdATG8i expression,,,,MdATG8i expression = 1.0 * 1.0 * gene_modifier + exogenous
Delay of germination,,,,Delay of germination = 1.0 * 1.0 * gene_modifier + exogenous
AARE,,,,AARE = 1.0 * 1.0 * gene_modifier + exogenous
proline reduction,,,,proline reduction = 1.0 * 1.0 * gene_modifier + exogenous
BraMDH overexpressio,,,,BraMDH overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
transition to reprod,,,,transition to reprod = 1.0 * 1.0 * gene_modifier + exogenous
F,,,,F = 1.0 * 1.0 * gene_modifier + exogenous
MLP124478,,,,MLP124478 = 1.0 * 1.0 * gene_modifier + exogenous
higher expression le,,,,higher expression le = 1.0 * 1.0 * gene_modifier + exogenous
NIA1,,,,NIA1 = 1.0 * 1.0 * gene_modifier + exogenous
U11,,,,U11 = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Gh,,,,overexpression of Gh = 1.0 * 1.0 * gene_modifier + exogenous
ATZAT12,,,,ATZAT12 = 1.0 * 1.0 * gene_modifier + exogenous
ACFT,,,,ACFT = 1.0 * 1.0 * gene_modifier + exogenous
AGL67,,,,AGL67 = 1.0 * 1.0 * gene_modifier + exogenous
Developmental arrest,,,,Developmental arrest = 1.0 * 1.0 * gene_modifier + exogenous
upstream photoperiod,,,,upstream photoperiod = 1.0 * 1.0 * gene_modifier + exogenous
PBF,,,,PBF = 1.0 * 1.0 * gene_modifier + exogenous
7 of 91 gene(s),,,,7 of 91 gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
WS,,,,WS = 1.0 * 1.0 * gene_modifier + exogenous
ADC2,,,,ADC2 = 1.0 * 1.0 * gene_modifier + exogenous
water level,,,,water level = 1.0 * 1.0 * gene_modifier + exogenous
