node,node_type,activators,inhibitors,formula
seedling photomorpho,,"KAR,KARRIKINS,Guard-cell phytochro,PHYB,FR,BBX21,PHYA,HY5","PIF3,LNK4,LNK3,SMP2,SWELLMAP,BBX25,COP1,Mutation of photorec,COP9","seedling photomorpho = prod(f(KAR, KARRIKINS, Guard-cell phytochro, PHYB, FR, BBX21, PHYA, HY5)) * prod(g(PIF3, LNK4, LNK3, SMP2, SWELLMAP, BBX25, COP1, Mutation of photorec, COP9)) * gene_modifier + exogenous"
PKL/EPP1,,,,PKL/EPP1 = 1.0 * 1.0 * gene_modifier + exogenous
Repression of photom,,COP1,LIGHT,Repression of photom = prod(f(COP1)) * prod(g(LIGHT)) * gene_modifier + exogenous
SPA1,,,,SPA1 = 1.0 * 1.0 * gene_modifier + exogenous
constitutive photomo,,"COP1,PHYA,YHB,AT-PHH1,AHL22,SPA,ATCUL4,SRS5,YFP,GATA2,CSN,NC80,CRY1,cop/det/fus mutants,PIF5,CCE,GUS",ATHMAC6,"constitutive photomo = prod(f(COP1, PHYA, YHB, AT-PHH1, AHL22, SPA, ATCUL4, SRS5, YFP, GATA2, CSN, NC80, CRY1, cop/det/fus mutants, PIF5, CCE, GUS)) * prod(g(ATHMAC6)) * gene_modifier + exogenous"
photomorphogenesis o,,"LIGHT,BBX23,Photoreceptors,UV,BBX22,MDMAX2,ultraviolet-B,BBX21,ATCOL3,PIF4","COP1,constitutively photo,SPA,ATINO80,heat stress","photomorphogenesis o = prod(f(LIGHT, BBX23, Photoreceptors, UV, BBX22, MDMAX2, ultraviolet-B, BBX21, ATCOL3, PIF4)) * prod(g(COP1, constitutively photo, SPA, ATINO80, heat stress)) * gene_modifier + exogenous"
photoreceptor,,,,photoreceptor = 1.0 * 1.0 * gene_modifier + exogenous
VUP1,,,,VUP1 = 1.0 * 1.0 * gene_modifier + exogenous
altered photomorphog,,VUP1,,altered photomorphog = prod(f(VUP1)) * 1.0 * gene_modifier + exogenous
nuclear degradation ,,COP1,,nuclear degradation  = prod(f(COP1)) * 1.0 * gene_modifier + exogenous
promotion of cotyled,,photomorphogenesis,,promotion of cotyled = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
promotion of chlorop,,photomorphogenesis,,promotion of chlorop = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
COP,,,,COP = 1.0 * 1.0 * gene_modifier + exogenous
SRS5,,,,SRS5 = 1.0 * 1.0 * gene_modifier + exogenous
GATA2,,,,GATA2 = 1.0 * 1.0 * gene_modifier + exogenous
treatment with radia,,,,treatment with radia = 1.0 * 1.0 * gene_modifier + exogenous
opposite responses t,,UV,,opposite responses t = prod(f(UV)) * 1.0 * gene_modifier + exogenous
Photoreceptors,,,,Photoreceptors = 1.0 * 1.0 * gene_modifier + exogenous
expression of photom,,SRS5,,expression of photom = prod(f(SRS5)) * 1.0 * gene_modifier + exogenous
opened cotyledons,,photomorphogenesis,,opened cotyledons = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
light perception,,,,light perception = 1.0 * 1.0 * gene_modifier + exogenous
Pr-to-Pfr photoconve,,,,Pr-to-Pfr photoconve = 1.0 * 1.0 * gene_modifier + exogenous
signaling network fo,,Pr-to-Pfr photoconve,,signaling network fo = prod(f(Pr-to-Pfr photoconve)) * 1.0 * gene_modifier + exogenous
E3,,,,E3 = 1.0 * 1.0 * gene_modifier + exogenous
partial photomorphog,,ATCKS,,partial photomorphog = prod(f(ATCKS)) * 1.0 * gene_modifier + exogenous
photomorphogenesis u,,BBX21,,photomorphogenesis u = prod(f(BBX21)) * 1.0 * gene_modifier + exogenous
High levels of cytok,,,,High levels of cytok = 1.0 * 1.0 * gene_modifier + exogenous
regulation of photom,,,,regulation of photom = 1.0 * 1.0 * gene_modifier + exogenous
double mutants,,regulation of photom,,double mutants = prod(f(regulation of photom)) * 1.0 * gene_modifier + exogenous
PEP6,,,,PEP6 = 1.0 * 1.0 * gene_modifier + exogenous
red light-mediated p,,,"PEP6,LIP1","red light-mediated p = 1.0 * prod(g(PEP6, LIP1)) * gene_modifier + exogenous"
MIR396,,,,MIR396 = 1.0 * 1.0 * gene_modifier + exogenous
MYC2,,,,MYC2 = 1.0 * 1.0 * gene_modifier + exogenous
Blue light-induced p,,,"MYC2,ATMYC2","Blue light-induced p = 1.0 * prod(g(MYC2, ATMYC2)) * gene_modifier + exogenous"
ATCAM7,,,,ATCAM7 = 1.0 * 1.0 * gene_modifier + exogenous
PHYS,,,,PHYS = 1.0 * 1.0 * gene_modifier + exogenous
photomorphogenesis p,,"PHYTOCHROMES,HYL 1","Gibberellin,BRI1,BZR1","photomorphogenesis p = prod(f(PHYTOCHROMES, HYL 1)) * prod(g(Gibberellin, BRI1, BZR1)) * gene_modifier + exogenous"
SPA,,,,SPA = 1.0 * 1.0 * gene_modifier + exogenous
downstream transcrip,,HY5,,downstream transcrip = prod(f(HY5)) * 1.0 * gene_modifier + exogenous
traditional photomor,,,COP1,traditional photomor = 1.0 * prod(g(COP1)) * gene_modifier + exogenous
ATHDA15,,,,ATHDA15 = 1.0 * 1.0 * gene_modifier + exogenous
photomorphogenesis g,,"SRS5,HY5",ATHDA15,"photomorphogenesis g = prod(f(SRS5, HY5)) * prod(g(ATHDA15)) * gene_modifier + exogenous"
cryptochrome-mediate,,,OBP3,cryptochrome-mediate = 1.0 * prod(g(OBP3)) * gene_modifier + exogenous
cryptochrome photore,,,,cryptochrome photore = 1.0 * 1.0 * gene_modifier + exogenous
prr9/prr7/prr5 tripl,,,,prr9/prr7/prr5 tripl = 1.0 * 1.0 * gene_modifier + exogenous
GATA4,,,,GATA4 = 1.0 * 1.0 * gene_modifier + exogenous
plant(s) photomorpho,,,"ATDRB1,ASU1","plant(s) photomorpho = 1.0 * prod(g(ATDRB1, ASU1)) * gene_modifier + exogenous"
anthocyanin biosynth,,photomorphogenesis,,anthocyanin biosynth = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
YHB,,,,YHB = 1.0 * 1.0 * gene_modifier + exogenous
FUS,,,,FUS = 1.0 * 1.0 * gene_modifier + exogenous
SINATS,,,,SINATS = 1.0 * 1.0 * gene_modifier + exogenous
transcriptional mach,,,,transcriptional mach = 1.0 * 1.0 * gene_modifier + exogenous
downstream targets,,,,downstream targets = 1.0 * 1.0 * gene_modifier + exogenous
AHL22,,,,AHL22 = 1.0 * 1.0 * gene_modifier + exogenous
altered transcriptio,,,,altered transcriptio = 1.0 * 1.0 * gene_modifier + exogenous
Guard-cell phytochro,,,,Guard-cell phytochro = 1.0 * 1.0 * gene_modifier + exogenous
Environmental light ,,,,Environmental light  = 1.0 * 1.0 * gene_modifier + exogenous
increased demand of ,,,,increased demand of  = 1.0 * 1.0 * gene_modifier + exogenous
root(s) photomorphog,,"increased demand of ,Light Intensity",,"root(s) photomorphog = prod(f(increased demand of , Light Intensity)) * 1.0 * gene_modifier + exogenous"
Splicing factors,,,,Splicing factors = 1.0 * 1.0 * gene_modifier + exogenous
induction of apical ,,photomorphogenesis,,induction of apical  = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
SUNLIGHT,,,,SUNLIGHT = 1.0 * 1.0 * gene_modifier + exogenous
transition from skot,,"SUNLIGHT,PHYTOCHROMES,treatment with radia,phy family of sensor,phytochrome A signal",,"transition from skot = prod(f(SUNLIGHT, PHYTOCHROMES, treatment with radia, phy family of sensor, phytochrome A signal)) * 1.0 * gene_modifier + exogenous"
RRC1,,,,RRC1 = 1.0 * 1.0 * gene_modifier + exogenous
seedling de-etiolati,,light signal,,seedling de-etiolati = prod(f(light signal)) * 1.0 * gene_modifier + exogenous
excessive photomorph,,,SPA1,excessive photomorph = 1.0 * prod(g(SPA1)) * gene_modifier + exogenous
PP6,,,,PP6 = 1.0 * 1.0 * gene_modifier + exogenous
ZMPIF5,,,,ZMPIF5 = 1.0 * 1.0 * gene_modifier + exogenous
ATCUL4,,,,ATCUL4 = 1.0 * 1.0 * gene_modifier + exogenous
YFP,,,,YFP = 1.0 * 1.0 * gene_modifier + exogenous
photomorphogenesis i,,"YFP,BRI1,ATUVR8",PIFS,"photomorphogenesis i = prod(f(YFP, BRI1, ATUVR8)) * prod(g(PIFS)) * gene_modifier + exogenous"
STO,,,,STO = 1.0 * 1.0 * gene_modifier + exogenous
constitutively photo,,,,constitutively photo = 1.0 * 1.0 * gene_modifier + exogenous
DRT111,,,,DRT111 = 1.0 * 1.0 * gene_modifier + exogenous
facets of the photom,,,PIF1,facets of the photom = 1.0 * prod(g(PIF1)) * gene_modifier + exogenous
far-red-light-depend,,,,far-red-light-depend = 1.0 * 1.0 * gene_modifier + exogenous
ATCOL3,,,,ATCOL3 = 1.0 * 1.0 * gene_modifier + exogenous
Phosphorylation of P,,,,Phosphorylation of P = 1.0 * 1.0 * gene_modifier + exogenous
ubiquitination and d,,COP1,,ubiquitination and d = prod(f(COP1)) * 1.0 * gene_modifier + exogenous
large-scale changes ,,photomorphogenesis,,large-scale changes  = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
Photomorphogenesis-p,,,DET1,Photomorphogenesis-p = 1.0 * prod(g(DET1)) * gene_modifier + exogenous
photomorphogenesis-p,,,COP1,photomorphogenesis-p = 1.0 * prod(g(COP1)) * gene_modifier + exogenous
REPRESSOR,,,,REPRESSOR = 1.0 * 1.0 * gene_modifier + exogenous
leaf development,,photomorphogenesis,,leaf development = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
COP/DET/FUS,,,,COP/DET/FUS = 1.0 * 1.0 * gene_modifier + exogenous
NC80,,,,NC80 = 1.0 * 1.0 * gene_modifier + exogenous
CRYPTOCHROME,,,,CRYPTOCHROME = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB30,,,,ATMYB30 = 1.0 * 1.0 * gene_modifier + exogenous
HLH4,,,,HLH4 = 1.0 * 1.0 * gene_modifier + exogenous
GED1,,,,GED1 = 1.0 * 1.0 * gene_modifier + exogenous
Chlorophyll producti,,photomorphogenesis,,Chlorophyll producti = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
EFO1,,,,EFO1 = 1.0 * 1.0 * gene_modifier + exogenous
RUP,,,,RUP = 1.0 * 1.0 * gene_modifier + exogenous
ATINO80,,,,ATINO80 = 1.0 * 1.0 * gene_modifier + exogenous
26S proteasome,,,,26S proteasome = 1.0 * 1.0 * gene_modifier + exogenous
A. thaliana photomor,,FIONA1,,A. thaliana photomor = prod(f(FIONA1)) * 1.0 * gene_modifier + exogenous
ERF,,,,ERF = 1.0 * 1.0 * gene_modifier + exogenous
transformations in m,,transition from skot,,transformations in m = prod(f(transition from skot)) * 1.0 * gene_modifier + exogenous
GATA1,,,,GATA1 = 1.0 * 1.0 * gene_modifier + exogenous
H2A,,,,H2A = 1.0 * 1.0 * gene_modifier + exogenous
cotyledon expansion ,,photomorphogenesis,,cotyledon expansion  = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
transcription factor,,,,transcription factor = 1.0 * 1.0 * gene_modifier + exogenous
ZMPIF4,,,,ZMPIF4 = 1.0 * 1.0 * gene_modifier + exogenous
photomorphogenesis t,,,BRS,photomorphogenesis t = 1.0 * prod(g(BRS)) * gene_modifier + exogenous
impaired photomorpho,,,,impaired photomorpho = 1.0 * 1.0 * gene_modifier + exogenous
Positive regulators ,,,DET1,Positive regulators  = 1.0 * prod(g(DET1)) * gene_modifier + exogenous
PIF1-PIF8,,,,PIF1-PIF8 = 1.0 * 1.0 * gene_modifier + exogenous
chloroplast differen,,photomorphogenesis,,chloroplast differen = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
photomorphogenesis-r,,HY5,,photomorphogenesis-r = prod(f(HY5)) * 1.0 * gene_modifier + exogenous
BBX29,,,,BBX29 = 1.0 * 1.0 * gene_modifier + exogenous
exaggerated photomor,,,COP1,exaggerated photomor = 1.0 * prod(g(COP1)) * gene_modifier + exogenous
expanding leaf,,photomorphogenesis,,expanding leaf = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
positive photomorpho,,,,positive photomorpho = 1.0 * 1.0 * gene_modifier + exogenous
MUTANT,,,positive photomorpho,MUTANT = 1.0 * prod(g(positive photomorpho)) * gene_modifier + exogenous
cop/det/fus mutants,,,,cop/det/fus mutants = 1.0 * 1.0 * gene_modifier + exogenous
Phytochrome (P),,,,Phytochrome (P) = 1.0 * 1.0 * gene_modifier + exogenous
BBX25,,,,BBX25 = 1.0 * 1.0 * gene_modifier + exogenous
MDMAX2,,,,MDMAX2 = 1.0 * 1.0 * gene_modifier + exogenous
DET,,,,DET = 1.0 * 1.0 * gene_modifier + exogenous
BBX22IR,,,,BBX22IR = 1.0 * 1.0 * gene_modifier + exogenous
LIP1,,,,LIP1 = 1.0 * 1.0 * gene_modifier + exogenous
CPD,,Auxin,,CPD = prod(f(Auxin)) * 1.0 * gene_modifier + exogenous
SHW1,,,,SHW1 = 1.0 * 1.0 * gene_modifier + exogenous
Blue-light-dependent,,,CRY1,Blue-light-dependent = 1.0 * prod(g(CRY1)) * gene_modifier + exogenous
Light-induced photom,,,,Light-induced photom = 1.0 * 1.0 * gene_modifier + exogenous
Chloroplast-located ,,Light-induced photom,,Chloroplast-located  = prod(f(Light-induced photom)) * 1.0 * gene_modifier + exogenous
CCE,,,,CCE = 1.0 * 1.0 * gene_modifier + exogenous
GUS,,,,GUS = 1.0 * 1.0 * gene_modifier + exogenous
UB,,,,UB = 1.0 * 1.0 * gene_modifier + exogenous
suppressed stem(s) e,,photomorphogenesis,,suppressed stem(s) e = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
phy family of sensor,,,,phy family of sensor = 1.0 * 1.0 * gene_modifier + exogenous
AHT1,,,,AHT1 = 1.0 * 1.0 * gene_modifier + exogenous
light signaling,,,,light signaling = 1.0 * 1.0 * gene_modifier + exogenous
nf-yc triple mutants,,,,nf-yc triple mutants = 1.0 * 1.0 * gene_modifier + exogenous
INHIBITOR,,,,INHIBITOR = 1.0 * 1.0 * gene_modifier + exogenous
PKL,,,,PKL = 1.0 * 1.0 * gene_modifier + exogenous
phytochrome A signal,,,,phytochrome A signal = 1.0 * 1.0 * gene_modifier + exogenous
altered seedling mor,,photomorphogenesis,,altered seedling mor = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
monochromatic light,,,,monochromatic light = 1.0 * 1.0 * gene_modifier + exogenous
Phosphorylation,,,,Phosphorylation = 1.0 * 1.0 * gene_modifier + exogenous
SEUSS,,,,SEUSS = 1.0 * 1.0 * gene_modifier + exogenous
key role in photomor,,,SEUSS,key role in photomor = 1.0 * prod(g(SEUSS)) * gene_modifier + exogenous
open and expanded co,,photomorphogenesis,,open and expanded co = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
Mutation of photorec,,,,Mutation of photorec = 1.0 * 1.0 * gene_modifier + exogenous
PIL1,,,,PIL1 = 1.0 * 1.0 * gene_modifier + exogenous
COP9,,,,COP9 = 1.0 * 1.0 * gene_modifier + exogenous
blue light-mediated ,,,LIP1,blue light-mediated  = 1.0 * prod(g(LIP1)) * gene_modifier + exogenous
COP1PIF,,,,COP1PIF = 1.0 * 1.0 * gene_modifier + exogenous
R-light,,,,R-light = 1.0 * 1.0 * gene_modifier + exogenous
blue light attenuati,,,,blue light attenuati = 1.0 * 1.0 * gene_modifier + exogenous
Plant_Height,,"blue light attenuati,ASKTHETA,FD,IBH1,CBP60B,Propiconazole,MOS3,ATGA20OX3,ATNUP62,Phytoplasma infectio,CWPO,PSS1,ATMYB63,Gibberellin,ATMYB118,ALD1,CRWN1,Constitutive express,Test compounds,A mutation,VHYNP,VUP1,ATFKBP42,DGDG,ATERF6,inhibition of cell e,DR1,ATMMS21,MOT1,ABS1,ATIWS1,CsCBF3 overexpressio,SA,defects in cytokines,GH3,ATDDF1,Overexpression of Dc,DICE1,Brassinolide,CDKF,ARR2,Overexpression of Ml,SHL,R3,ALA4,LOP1,azole derivatives,ATDDF2,ATWIND1,Knocking-out both At,ATNUP160,pht4;1-1,ATSIZ1,null mutations in c3,MIR159,WT,GSF,Increased expression,IX,AT-HSC70-1,restoration of ligni,ATSEC8,β-estradiol treatmen,RPS4,FM,CAMTA1,ANQ1,AUTOIMMUNITY,Auxin,ATLMCO4,Inability to salvage,brassinazole treatme,BNCHMP7,SWEETIE,Reduced cellulose an,FHY3,DFL1,DELLA,CAC3,Genetic lesion,CK,S891D,GA2OX,CRWN,ATIAMT1,S2LB,PP4R3,DEXAMETHASONE,BR6OX2,ATSWI3B,ATMPK4,METHOTREXATE,MED33B,Deficiency of thermo,ANAC104,vamp721vamp722 doubl,development of MrCBF,GA2OX5,PS,35S:PvTDIFL1 transge,ABCB25,Actin from Candida a,ALDH5F1,AUR3,ATLAC17,overexpression of Pt,DAF1,LL,5FU,ATGA2OX4,ATMKK7,ATC4H,BSL2,ATFTSH4,AVR2,A. thaliana,ATMSH1,WAK2CTAP,PEAMT1,CTR1,Genetic incompatibil,Actin from Saccharom,RG,ADENINE,BAHD,Overexpression of mi,loss of all ERfs,DWF4,over-expression of P,SCYL2A,ATEDEM1,ASL19,CPL4,YCZ,Mutation of exocyst ,HPY2,Ethylene,High-salinity stress,ATPAT10,ATRIN4,LAC11,LRR,GA20OX1,differential accumul,nerd1-1 sec8-6 doubl,EBS1,CBFS,C4H,ATMYB24,ATGA2OX3,CENH3,AtPHT4;1,BRI1,CTP,TENGU,AT2353,ATCBF3,ATKH27,puf2 rha1 double mut,ATDOF5.4,PHT4;6,knockout of four of ,RIN13,Turnip Mosaic Virus,SCYL2B,ATXR3,ARAKIN,NHP,2F-Fuc,EXO84B,ATMYB58,snc1/eds1-2 double m,TSBAHD","sup6-1,PAD,LUX,TKBAHDH,E138K,FMO1,transgenic plant(s) ,CCD7,MOS11,ATOS9,KAK,ATCRT3,sup6-2,THF,A. thaliana overexpr,ATICS1,Overexpression of Na,EDS,PRE1,ATEDS1,Growth at 28°C,ATPAD4,BL,BES1,ATNPR1,ET,SUMM2,JA,mutant TkBAHD allele,BTL1,MKS1,ATWRKY52","Plant_Height = prod(f(blue light attenuati, ASKTHETA, FD, IBH1, CBP60B, Propiconazole, MOS3, ATGA20OX3, ATNUP62, Phytoplasma infectio, CWPO, PSS1, ATMYB63, Gibberellin, ATMYB118, ALD1, CRWN1, Constitutive express, Test compounds, A mutation, VHYNP, VUP1, ATFKBP42, DGDG, ATERF6, inhibition of cell e, DR1, ATMMS21, MOT1, ABS1, ATIWS1, CsCBF3 overexpressio, SA, defects in cytokines, GH3, ATDDF1, Overexpression of Dc, DICE1, Brassinolide, CDKF, ARR2, Overexpression of Ml, SHL, R3, ALA4, LOP1, azole derivatives, ATDDF2, ATWIND1, Knocking-out both At, ATNUP160, pht4;1-1, ATSIZ1, null mutations in c3, MIR159, WT, GSF, Increased expression, IX, AT-HSC70-1, restoration of ligni, ATSEC8, β-estradiol treatmen, RPS4, FM, CAMTA1, ANQ1, AUTOIMMUNITY, Auxin, ATLMCO4, Inability to salvage, brassinazole treatme, BNCHMP7, SWEETIE, Reduced cellulose an, FHY3, DFL1, DELLA, CAC3, Genetic lesion, CK, S891D, GA2OX, CRWN, ATIAMT1, S2LB, PP4R3, DEXAMETHASONE, BR6OX2, ATSWI3B, ATMPK4, METHOTREXATE, MED33B, Deficiency of thermo, ANAC104, vamp721vamp722 doubl, development of MrCBF, GA2OX5, PS, 35S:PvTDIFL1 transge, ABCB25, Actin from Candida a, ALDH5F1, AUR3, ATLAC17, overexpression of Pt, DAF1, LL, 5FU, ATGA2OX4, ATMKK7, ATC4H, BSL2, ATFTSH4, AVR2, A. thaliana, ATMSH1, WAK2CTAP, PEAMT1, CTR1, Genetic incompatibil, Actin from Saccharom, RG, ADENINE, BAHD, Overexpression of mi, loss of all ERfs, DWF4, over-expression of P, SCYL2A, ATEDEM1, ASL19, CPL4, YCZ, Mutation of exocyst , HPY2, Ethylene, High-salinity stress, ATPAT10, ATRIN4, LAC11, LRR, GA20OX1, differential accumul, nerd1-1 sec8-6 doubl, EBS1, CBFS, C4H, ATMYB24, ATGA2OX3, CENH3, AtPHT4;1, BRI1, CTP, TENGU, AT2353, ATCBF3, ATKH27, puf2 rha1 double mut, ATDOF5.4, PHT4;6, knockout of four of , RIN13, Turnip Mosaic Virus, SCYL2B, ATXR3, ARAKIN, NHP, 2F-Fuc, EXO84B, ATMYB58, snc1/eds1-2 double m, TSBAHD)) * prod(g(sup6-1, PAD, LUX, TKBAHDH, E138K, FMO1, transgenic plant(s) , CCD7, MOS11, ATOS9, KAK, ATCRT3, sup6-2, THF, A. thaliana overexpr, ATICS1, Overexpression of Na, EDS, PRE1, ATEDS1, Growth at 28°C, ATPAD4, BL, BES1, ATNPR1, ET, SUMM2, JA, mutant TkBAHD allele, BTL1, MKS1, ATWRKY52)) * gene_modifier + exogenous"
ASKTHETA,,,,ASKTHETA = 1.0 * 1.0 * gene_modifier + exogenous
IBH1,,,,IBH1 = 1.0 * 1.0 * gene_modifier + exogenous
CBP60B,,,,CBP60B = 1.0 * 1.0 * gene_modifier + exogenous
sup6-1,,,,sup6-1 = 1.0 * 1.0 * gene_modifier + exogenous
PAD,,,,PAD = 1.0 * 1.0 * gene_modifier + exogenous
ATGA20OX3,,,,ATGA20OX3 = 1.0 * 1.0 * gene_modifier + exogenous
Phytoplasma infectio,,,,Phytoplasma infectio = 1.0 * 1.0 * gene_modifier + exogenous
CWPO,,,,CWPO = 1.0 * 1.0 * gene_modifier + exogenous
PSS1,,,,PSS1 = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB63,,,,ATMYB63 = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB118,,,,ATMYB118 = 1.0 * 1.0 * gene_modifier + exogenous
ALD1,,,,ALD1 = 1.0 * 1.0 * gene_modifier + exogenous
CRWN1,,,,CRWN1 = 1.0 * 1.0 * gene_modifier + exogenous
Constitutive express,,,,Constitutive express = 1.0 * 1.0 * gene_modifier + exogenous
Test compounds,,,,Test compounds = 1.0 * 1.0 * gene_modifier + exogenous
A mutation,,,,A mutation = 1.0 * 1.0 * gene_modifier + exogenous
VHYNP,,,,VHYNP = 1.0 * 1.0 * gene_modifier + exogenous
ATFKBP42,,,,ATFKBP42 = 1.0 * 1.0 * gene_modifier + exogenous
DGDG,,,,DGDG = 1.0 * 1.0 * gene_modifier + exogenous
ATERF6,,,,ATERF6 = 1.0 * 1.0 * gene_modifier + exogenous
inhibition of cell e,,,,inhibition of cell e = 1.0 * 1.0 * gene_modifier + exogenous
DR1,,,,DR1 = 1.0 * 1.0 * gene_modifier + exogenous
ATMMS21,,,,ATMMS21 = 1.0 * 1.0 * gene_modifier + exogenous
TKBAHDH,,,,TKBAHDH = 1.0 * 1.0 * gene_modifier + exogenous
E138K,,,,E138K = 1.0 * 1.0 * gene_modifier + exogenous
MOT1,,,,MOT1 = 1.0 * 1.0 * gene_modifier + exogenous
ABS1,,,,ABS1 = 1.0 * 1.0 * gene_modifier + exogenous
FMO1,,,,FMO1 = 1.0 * 1.0 * gene_modifier + exogenous
ATIWS1,,,,ATIWS1 = 1.0 * 1.0 * gene_modifier + exogenous
transgenic plant(s) ,,,,transgenic plant(s)  = 1.0 * 1.0 * gene_modifier + exogenous
CsCBF3 overexpressio,,,,CsCBF3 overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
defects in cytokines,,,,defects in cytokines = 1.0 * 1.0 * gene_modifier + exogenous
ATDDF1,,,,ATDDF1 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Dc,,,,Overexpression of Dc = 1.0 * 1.0 * gene_modifier + exogenous
DICE1,,,,DICE1 = 1.0 * 1.0 * gene_modifier + exogenous
Brassinolide,,,,Brassinolide = 1.0 * 1.0 * gene_modifier + exogenous
CDKF,,,,CDKF = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Ml,,,,Overexpression of Ml = 1.0 * 1.0 * gene_modifier + exogenous
SHL,,,,SHL = 1.0 * 1.0 * gene_modifier + exogenous
R3,,,,R3 = 1.0 * 1.0 * gene_modifier + exogenous
CCD7,,,,CCD7 = 1.0 * 1.0 * gene_modifier + exogenous
ALA4,,,,ALA4 = 1.0 * 1.0 * gene_modifier + exogenous
LOP1,,,,LOP1 = 1.0 * 1.0 * gene_modifier + exogenous
azole derivatives,,,,azole derivatives = 1.0 * 1.0 * gene_modifier + exogenous
MOS11,,,,MOS11 = 1.0 * 1.0 * gene_modifier + exogenous
ATDDF2,,,,ATDDF2 = 1.0 * 1.0 * gene_modifier + exogenous
ATWIND1,,,,ATWIND1 = 1.0 * 1.0 * gene_modifier + exogenous
Knocking-out both At,,,,Knocking-out both At = 1.0 * 1.0 * gene_modifier + exogenous
ATOS9,,,,ATOS9 = 1.0 * 1.0 * gene_modifier + exogenous
pht4;1-1,,,,pht4;1-1 = 1.0 * 1.0 * gene_modifier + exogenous
KAK,,,,KAK = 1.0 * 1.0 * gene_modifier + exogenous
null mutations in c3,,,,null mutations in c3 = 1.0 * 1.0 * gene_modifier + exogenous
MIR159,,,,MIR159 = 1.0 * 1.0 * gene_modifier + exogenous
GSF,,,,GSF = 1.0 * 1.0 * gene_modifier + exogenous
Increased expression,,,,Increased expression = 1.0 * 1.0 * gene_modifier + exogenous
IX,,,,IX = 1.0 * 1.0 * gene_modifier + exogenous
AT-HSC70-1,,,,AT-HSC70-1 = 1.0 * 1.0 * gene_modifier + exogenous
restoration of ligni,,,,restoration of ligni = 1.0 * 1.0 * gene_modifier + exogenous
ATSEC8,,,,ATSEC8 = 1.0 * 1.0 * gene_modifier + exogenous
β-estradiol treatmen,,,,β-estradiol treatmen = 1.0 * 1.0 * gene_modifier + exogenous
RPS4,,,,RPS4 = 1.0 * 1.0 * gene_modifier + exogenous
FM,,,,FM = 1.0 * 1.0 * gene_modifier + exogenous
ATCRT3,,,,ATCRT3 = 1.0 * 1.0 * gene_modifier + exogenous
CAMTA1,,,,CAMTA1 = 1.0 * 1.0 * gene_modifier + exogenous
ANQ1,,,,ANQ1 = 1.0 * 1.0 * gene_modifier + exogenous
AUTOIMMUNITY,,,,AUTOIMMUNITY = 1.0 * 1.0 * gene_modifier + exogenous
ATLMCO4,,,,ATLMCO4 = 1.0 * 1.0 * gene_modifier + exogenous
Inability to salvage,,,,Inability to salvage = 1.0 * 1.0 * gene_modifier + exogenous
brassinazole treatme,,,,brassinazole treatme = 1.0 * 1.0 * gene_modifier + exogenous
BNCHMP7,,,,BNCHMP7 = 1.0 * 1.0 * gene_modifier + exogenous
sup6-2,,,,sup6-2 = 1.0 * 1.0 * gene_modifier + exogenous
SWEETIE,,,,SWEETIE = 1.0 * 1.0 * gene_modifier + exogenous
Reduced cellulose an,,,,Reduced cellulose an = 1.0 * 1.0 * gene_modifier + exogenous
DFL1,,,,DFL1 = 1.0 * 1.0 * gene_modifier + exogenous
THF,,,,THF = 1.0 * 1.0 * gene_modifier + exogenous
CAC3,,,,CAC3 = 1.0 * 1.0 * gene_modifier + exogenous
Genetic lesion,,,,Genetic lesion = 1.0 * 1.0 * gene_modifier + exogenous
A. thaliana overexpr,,,,A. thaliana overexpr = 1.0 * 1.0 * gene_modifier + exogenous
ATICS1,,,,ATICS1 = 1.0 * 1.0 * gene_modifier + exogenous
S891D,,,,S891D = 1.0 * 1.0 * gene_modifier + exogenous
CRWN,,,,CRWN = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Na,,,,Overexpression of Na = 1.0 * 1.0 * gene_modifier + exogenous
ATIAMT1,,,,ATIAMT1 = 1.0 * 1.0 * gene_modifier + exogenous
S2LB,,,,S2LB = 1.0 * 1.0 * gene_modifier + exogenous
