node,node_type,activators,inhibitors,formula
SCYL2A,,,,SCYL2A = gene_modifier + exogenous_supply
ATEDEM1,,,,ATEDEM1 = gene_modifier + exogenous_supply
ASL19,,,,ASL19 = gene_modifier + exogenous_supply
CPL4,,,,CPL4 = gene_modifier + exogenous_supply
Mutation of exocyst ,,,,Mutation of exocyst  = gene_modifier + exogenous_supply
HPY2,,,,HPY2 = gene_modifier + exogenous_supply
High-salinity stress,,,,High-salinity stress = gene_modifier + exogenous_supply
ATPAT10,,,,ATPAT10 = gene_modifier + exogenous_supply
ATRIN4,,,,ATRIN4 = gene_modifier + exogenous_supply
LAC11,,,,LAC11 = gene_modifier + exogenous_supply
SUMM2,,,,SUMM2 = gene_modifier + exogenous_supply
LRR,,,,LRR = gene_modifier + exogenous_supply
GA20OX1,,,,GA20OX1 = gene_modifier + exogenous_supply
differential accumul,,,,differential accumul = gene_modifier + exogenous_supply
nerd1-1 sec8-6 doubl,,,,nerd1-1 sec8-6 doubl = gene_modifier + exogenous_supply
EBS1,,,,EBS1 = gene_modifier + exogenous_supply
CBFS,,,,CBFS = gene_modifier + exogenous_supply
C4H,,,,C4H = gene_modifier + exogenous_supply
ATMYB24,,,,ATMYB24 = gene_modifier + exogenous_supply
ATGA2OX3,,,,ATGA2OX3 = gene_modifier + exogenous_supply
mutant TkBAHD allele,,,,mutant TkBAHD allele = gene_modifier + exogenous_supply
CENH3,,,,CENH3 = gene_modifier + exogenous_supply
BTL1,,,,BTL1 = gene_modifier + exogenous_supply
AtPHT4;1,,,,AtPHT4;1 = gene_modifier + exogenous_supply
CTP,,,,CTP = gene_modifier + exogenous_supply
TENGU,,,,TENGU = gene_modifier + exogenous_supply
ATCBF3,,,,ATCBF3 = gene_modifier + exogenous_supply
puf2 rha1 double mut,,,,puf2 rha1 double mut = gene_modifier + exogenous_supply
ATDOF5.4,,,,ATDOF5.4 = gene_modifier + exogenous_supply
PHT4;6,,,,PHT4;6 = gene_modifier + exogenous_supply
knockout of four of ,,,,knockout of four of  = gene_modifier + exogenous_supply
RIN13,,,,RIN13 = gene_modifier + exogenous_supply
Turnip Mosaic Virus,,,,Turnip Mosaic Virus = gene_modifier + exogenous_supply
SCYL2B,,,,SCYL2B = gene_modifier + exogenous_supply
ATXR3,,,,ATXR3 = gene_modifier + exogenous_supply
ARAKIN,,,,ARAKIN = gene_modifier + exogenous_supply
NHP,,,,NHP = gene_modifier + exogenous_supply
2F-Fuc,,,,2F-Fuc = gene_modifier + exogenous_supply
EXO84B,,,,EXO84B = gene_modifier + exogenous_supply
ATMYB58,,,,ATMYB58 = gene_modifier + exogenous_supply
snc1/eds1-2 double m,,,,snc1/eds1-2 double m = gene_modifier + exogenous_supply
TSBAHD,,,,TSBAHD = gene_modifier + exogenous_supply
MKS1,,,,MKS1 = gene_modifier + exogenous_supply
ATWRKY52,,,,ATWRKY52 = gene_modifier + exogenous_supply
N deficiency,,,,N deficiency = gene_modifier + exogenous_supply
